,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Angel Baby,Angel Baby,220779,Troye Sivan,False,2021-09-09,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,False
1,One Of Your Girls,One Of Your Girls (Felix Jaehn Remix),181481,Troye Sivan,False,2023-12-15,https://i.scdn.co/image/ab67616d0000b27388fecb2a284440708d8b7e6b,False
2,One Of Your Girls - Sped Up,One Of Your Girls (Sped Up),156220,Speed Radio Troye Sivan xxtristanxo,False,2023-12-08,https://i.scdn.co/image/ab67616d0000b27378aa360a16134b95ddc9f84e,False
3,One Of Your Girls,One Of Your Girls (Sped Up),181481,Troye Sivan,False,2023-12-08,https://i.scdn.co/image/ab67616d0000b27378aa360a16134b95ddc9f84e,False
4,Rush,Something To Give Each Other,156391,Troye Sivan,True,2023-10-13,https://i.scdn.co/image/ab67616d0000b27367103283a4eb57578a428252,False
5,One Of Your Girls,One Of Your Girls (Dillon Francis Remix),181481,Troye Sivan,False,2023-12-22,https://i.scdn.co/image/ab67616d0000b273afe9d11888eaf0455d807361,False
6,One Of Your Girls,Something To Give Each Other,181481,Troye Sivan,False,2023-10-13,https://i.scdn.co/image/ab67616d0000b2732b649a538f3067964d7355b4,False
7,One Of Your Girls - Dillon Francis Remix,One Of Your Girls (Dillon Francis Remix),138690,Dillon Francis Troye Sivan,False,2023-12-22,https://i.scdn.co/image/ab67616d0000b273afe9d11888eaf0455d807361,False
8,One Of Your Girls - Felix Jaehn Remix,One Of Your Girls (Felix Jaehn Remix),183818,Felix Jaehn Troye Sivan,False,2023-12-15,https://i.scdn.co/image/ab67616d0000b27388fecb2a284440708d8b7e6b,False
10,One Of Your Girls,Something To Give Each Other,181481,Troye Sivan,False,2023-10-13,https://i.scdn.co/image/ab67616d0000b27367103283a4eb57578a428252,True
