,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Denver,Jackman.,158237,Jack Harlow,True,2023-04-28,https://i.scdn.co/image/ab67616d0000b273ef51095309fee985f2bc6987,False
1,Nail Tech,Come Home The Kids Miss You,206385,Jack Harlow,True,2022-05-06,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,False
2,Churchill Downs (feat. Drake),Come Home The Kids Miss You,309327,Drake Jack Harlow,True,2022-05-06,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,False
3,Tyler Herro,Thats What They All Say,156578,Jack Harlow,True,2020-12-11,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63,False
4,I WANNA SEE SOME ASS (feat. jetsonmade),Sweet Action,125302,Jack Harlow jetsonmade,True,2020-03-13,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,False
5,They Don't Love It,Jackman.,113292,Jack Harlow,True,2023-04-28,https://i.scdn.co/image/ab67616d0000b273ef51095309fee985f2bc6987,False
6,Stop Giving Me Advice (with Jack Harlow & Dave),Stop Giving Me Advice,242453,Dave Jack Harlow Lyrical Lemonade,True,2023-12-08,https://i.scdn.co/image/ab67616d0000b273ac01957b121e742a3928cde3,False
7,WHATS POPPIN,Sweet Action,139741,Jack Harlow,True,2020-03-13,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,False
8,Lovin On Me,Lovin On Me,138411,Jack Harlow,False,2023-11-09,https://i.scdn.co/image/ab67616d0000b273b2ee67d1b612c479f17a171c,False
10,Lovin On Me,Lovin On Me,138411,Jack Harlow,True,2023-11-10,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8,True
