,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Sunroof - Piano,Sunroof (Piano),152000,Teddy Knight,False,2022-11-03,https://i.scdn.co/image/ab67616d0000b273cdd4273cb664ccf9296a671f,False
1,Never Go Wrong,Good Times Go,155962,Nicky Youre david hugo,False,2023-06-09,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c,False
2,Shut Me Up,Good Times Go,141218,Nicky Youre,False,2023-06-09,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c,False
3,Sunroof,Sunroof,121374,Engstrom LUXCI Rasmus Gozzi,False,2022-10-21,https://i.scdn.co/image/ab67616d0000b2736e262ae8b23cc2564d526c78,False
4,Sunroof (feat. Manuel Turizo),Sunroof (feat. Manuel Turizo),163025,Manuel Turizo Nicky Youre dazy,False,2022-08-12,https://i.scdn.co/image/ab67616d0000b273966f39f443229f3230971848,False
5,Sunroof,Sunroof,135132,Virtual Friends,False,2022-11-24,https://i.scdn.co/image/ab67616d0000b273c1fb7f5676ce1847910caca4,False
6,Sunroof (feat. Thomas Rhett),Sunroof (Remixes),163025,Nicky Youre Thomas Rhett dazy,False,2022-08-12,https://i.scdn.co/image/ab67616d0000b273a438a2e6c1a5c7005d667a56,False
7,Sunroof - Loud Luxury Remix,Sunroof (Remixes),173658,Loud Luxury Nicky Youre dazy,False,2022-08-12,https://i.scdn.co/image/ab67616d0000b273a438a2e6c1a5c7005d667a56,False
8,Sunroof (Tribute Version Originally Performed By Nicky Youre and dazy),Expert Tribute Beatz Vol 2,169653,Hits Capital 200,False,2022-05-04,https://i.scdn.co/image/ab67616d0000b273f7037505375e1ea3b508b95c,False
9,Sunroof,Good Times Go,163025,Nicky Youre dazy,False,2023-06-09,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c,False
10,Sunroof,Sunroof,163025,Nicky Youre dazy,False,2021-12-03,https://i.scdn.co/image/ab67616d0000b2732d03cfe61f9e398fa2f68c65,True
