,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Some Days,Some Days,130714,Brent Morgan,False,2022-04-22,https://i.scdn.co/image/ab67616d0000b273883322fe03effca711e8ebe3,False
1,Some Say - Hardstyle,Some Say (Hardstyle),185156,LEOJ,False,2023-06-28,https://i.scdn.co/image/ab67616d0000b2739307477ac086f6694b0a941c,False
2,All For Love,All For Love,166666,Felix Jaehn Sandro Cavazza,False,2023-05-26,https://i.scdn.co/image/ab67616d0000b27327220051ba5b2718af23c9fb,False
3,Some Say,Some Say,178285,Amanda Yang Pop Mage lost.,False,2021-08-16,https://i.scdn.co/image/ab67616d0000b273f9105da880695bb87188dfec,False
4,Some Say,Some Say - EP,175601,Nea,False,2020-06-12,https://i.scdn.co/image/ab67616d0000b2730d2635b95546e1a876b6d2f4,False
5,Some Say,Some Say,160714,AALLAR DeejaVu,False,2023-08-31,https://i.scdn.co/image/ab67616d0000b27318cd66697d49843a06be87a9,False
6,Some Say,Some Say,221968,Adam Ulanicki,False,2023-01-27,https://i.scdn.co/image/ab67616d0000b2733c82003cd7b6eea21bc2ec37,False
7,Some Say,Some Say,175601,Nea,False,2019-09-06,https://i.scdn.co/image/ab67616d0000b27399eb22c23b1320458a150cea,False
8,Some Say,Some Say,154032,Hiago Lopez Nea,False,2024-01-03,https://i.scdn.co/image/ab67616d0000b273b2b05c79278aa6dd19ebc19d,False
10,Some Say - Felix Jaehn Remix,Some Say (Felix Jaehn Remix),186878,Felix Jaehn Nea,False,2020-01-10,https://i.scdn.co/image/ab67616d0000b27321ab644b278ea98399ae17c5,True
