,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Peaches,Peaches - The 2nd Mini Album,198080,KAI,False,2021-11-30,https://i.scdn.co/image/ab67616d0000b273e17d7c9f32167b7b7c8e9f21,False
1,SUPERPOSITION,CASE STUDY 01,263794,Daniel Caesar John Mayer,True,2019-06-28,https://i.scdn.co/image/ab67616d0000b2737607aa9ae7904e1b12907c93,False
2,Always (feat. Summer Walker) - Bonus,NEVER ENOUGH (Bonus Version),222402,Daniel Caesar Summer Walker,True,2023-04-10,https://i.scdn.co/image/ab67616d0000b273e242f18dafe885fcf425fe1f,False
3,Peaches & Eggplants (feat. Latto & Sexyy Red),Peaches & Eggplants (feat. Latto & Sexyy Red),217213,Latto Sexyy Red Young Nudy,True,2023-09-08,https://i.scdn.co/image/ab67616d0000b2731312b8f912984da6ccd83050,False
4,Peaches & Eggplants (feat. 21 Savage),Gumbo,203813,21 Savage Young Nudy,True,2023-02-28,https://i.scdn.co/image/ab67616d0000b273209981a18ed76b7c72e673ea,False
5,Fuck the Pain Away,The Teaches of Peaches,250693,Peaches,True,2002-10-08,https://i.scdn.co/image/ab67616d0000b273c86983c3c4533ec2ff751cb1,False
6,Peaches & Cream (feat. P. Diddy),R&B Hits,225946,112 Diddy,False,2005-10-04,https://i.scdn.co/image/ab67616d0000b2737ecfb05160a4e09bb3194137,False
7,"Peaches (Remix) feat. Ludacris, Usher & Snoop Dogg",Peaches (Remix),229472,Justin Bieber Ludacris Snoop Dogg USHER,True,2021-06-07,https://i.scdn.co/image/ab67616d0000b27374a3ea7069e65f36a851b725,False
8,Peaches (feat. Daniel Caesar & Giveon),Justice (Triple Chucks Deluxe),198081,Daniel Caesar Giveon Justin Bieber,True,2021-03-26,https://i.scdn.co/image/ab67616d0000b273a01fed49fe3a84a9919cef29,False
9,Peaches (feat. Daniel Caesar & Giveon),Justice,198081,Daniel Caesar Giveon Justin Bieber,False,2021-03-19,https://i.scdn.co/image/ab67616d0000b2736036cfd2a718036fc523855f,False
10,Peaches (feat. Daniel Caesar & Giveon),Justice,198081,Daniel Caesar Giveon Justin Bieber,True,2021-03-19,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,True
