,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Shivers - Piano Version,Shivers (Piano Version),195517,Flying Fingers,False,2022-01-28,https://i.scdn.co/image/ab67616d0000b27316a8c7596775479e2ca2f801,False
1,Shivers (feat. Jessi & SUNMI),Shivers (feat. Jessi & SUNMI),207866,Ed Sheeran Jessi SUNMI,False,2021-10-28,https://i.scdn.co/image/ab67616d0000b27360fc7f489641bb6faecc70b8,False
2,Shivers,Träning 2022,207853,Ed Sheeran,False,2022-06-03,https://i.scdn.co/image/ab67616d0000b273f0f58d85b8a0018d85abde39,False
3,Shivers - Alok Remix,Shivers (Alok Remix),172500,Alok Ed Sheeran,False,2021-10-11,https://i.scdn.co/image/ab67616d0000b27322269567bdf45d5ca21ce1b7,False
4,Shivers - Acoustic Version,Shivers (Acoustic Version),206986,Ed Sheeran,False,2021-10-01,https://i.scdn.co/image/ab67616d0000b2731d08125f1ffc9b3ac5b0b82e,False
5,Shivers - Jax Jones Remix,Shivers (Jax Jones Remix),207138,Ed Sheeran Jax Jones,False,2021-10-25,https://i.scdn.co/image/ab67616d0000b27344119bc61eae914d89f3a191,False
6,Shivers - Navos Remix,Shivers (Navos Remix),155646,Ed Sheeran Navos,False,2021-10-01,https://i.scdn.co/image/ab67616d0000b27316202309b6b08ab3f84a6134,False
7,Shivers - Ofenbach Remix,Shivers (Ofenbach Remix),187247,Ed Sheeran Ofenbach,False,2021-10-08,https://i.scdn.co/image/ab67616d0000b273d0ac5c3cddb534c6f2f3b643,False
8,Shivers (Dillon Francis Remix) [Main Mix],Shivers (Dillon Francis Remix),127766,Dillon Francis Ed Sheeran,False,2021-10-27,https://i.scdn.co/image/ab67616d0000b27338acab244d0e5e87c9f1cdd3,False
10,Shivers,=,207853,Ed Sheeran,False,2021-10-29,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,True
