,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,When I Look At You,The Time Of Our Lives (International Version),248586,Miley Cyrus,False,2009-01-01,https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,False
1,Jaded,Endless Summer Vacation,185933,Miley Cyrus,True,2023-08-18,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,False
2,Nothing Breaks Like a Heart (feat. Miley Cyrus),Late Night Feelings,217099,Mark Ronson Miley Cyrus,False,2019-06-21,https://i.scdn.co/image/ab67616d0000b273de087ae2924d2c1654f60d74,False
3,Prisoner (feat. Dua Lipa),Plastic Hearts,169333,Dua Lipa Miley Cyrus,False,2020-11-27,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,False
4,Nothing Else Matters,Nothing Else Matters,395785,Chad Smith Elton John Miley Cyrus Robert Trujillo WATT Yo-Yo Ma,False,2021-06-22,https://i.scdn.co/image/ab67616d0000b273ff4bdcee36a5ecfed249168e,False
5,Flowers (Demo),Endless Summer Vacation,210826,Miley Cyrus,False,2023-08-18,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,False
6,Jolene - Live,ATTENTION: MILEY LIVE,266989,Miley Cyrus,False,2022-04-29,https://i.scdn.co/image/ab67616d0000b2730cb72bf16e0692468d81465b,False
7,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),217466,Mark Ronson Miley Cyrus,False,2018-11-30,https://i.scdn.co/image/ab67616d0000b273ad79d30f49891b2a2f7757f8,False
8,Like a Prayer - Live,ATTENTION: MILEY LIVE,207879,Miley Cyrus,False,2022-04-29,https://i.scdn.co/image/ab67616d0000b2730cb72bf16e0692468d81465b,False
9,Flowers,Endless Summer Vacation,200600,Miley Cyrus,False,2023-08-18,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,False
10,Flowers,Flowers,200454,Miley Cyrus,False,2023-01-13,https://i.scdn.co/image/ab67616d0000b273f429549123dbe8552764ba1d,True
