,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,One with the Wolves,Pink,180213,Robin Schulz,False,2023-08-25,https://i.scdn.co/image/ab67616d0000b273cd074cc1d77ef0b7dfd24562,False
1,Praying To A God - LUKE Remix,Praying To A God (Remixes),194789,LUKE Mr. Probz,False,2019-03-01,https://i.scdn.co/image/ab67616d0000b27342c7d0a7c3584ec910e7d643,False
2,Nothing Really Matters,Nothing Really Matters,222041,Mr. Probz,False,2014-09-27,https://i.scdn.co/image/ab67616d0000b273fbc938fcebab7461f3c139f8,False
3,Prayer in C - Robin Schulz Radio Edit,Prayer,189399,Lilly Wood and The Prick Robin Schulz,False,2014-09-16,https://i.scdn.co/image/ab67616d0000b273ec67f6776573462a1ad9ee2d,False
4,Waves,Against The Stream,174266,Mr. Probz,False,2017-05-19,https://i.scdn.co/image/ab67616d0000b273a3f52011dc87375e46667d98,False
5,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Prayer,179960,Jasmine Thompson Robin Schulz,False,2014-09-16,https://i.scdn.co/image/ab67616d0000b273ec67f6776573462a1ad9ee2d,False
6,Prayer in C - Robin Schulz Radio Edit,Prayer in C (5th Anniversary Rework),189413,Lilly Wood and The Prick Robin Schulz,False,2019-06-06,https://i.scdn.co/image/ab67616d0000b273cfa9fc8c548f3ca5701bb99c,False
7,One By One (feat. Oaks),One By One (feat. Oaks),161276,Oaks Robin Schulz Topic,False,2024-01-19,https://i.scdn.co/image/ab67616d0000b273c59196f35755de7a1107e678,False
8,Waves,Waves,174266,Mr. Probz,False,2013-11-22,https://i.scdn.co/image/ab67616d0000b2739cb75e42da5919937f4069b8,False
10,Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),208133,Mr. Probz Robin Schulz,False,2014-02-07,https://i.scdn.co/image/ab67616d0000b27320062cf8da0f580e9118b487,True
