,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,"Piece of a Puzzle (Changbin, Seungmin)",SKZ-REPLAY,173853,Stray Kids,False,2022-12-21,https://i.scdn.co/image/ab67616d0000b273d681b1b80c5dff43d2f4a3df,False
1,Piece of My Heart,Cheap Thrills,253333,Big Brother & The Holding Company Janis Joplin,False,1968-08-12,https://i.scdn.co/image/ab67616d0000b2731ba5ee8bc24979ce3eee4797,False
2,Piece Of Your Heart,Piece Of Your Heart,156046,BLANDOS,False,2022-07-07,https://i.scdn.co/image/ab67616d0000b2737e635257ccaa0230922825be,False
3,Piece Of Your Heart - CYA Remix,Piece Of Your Heart (The Remixes),265160,CYA Goodboys MEDUZA,False,2019-05-31,https://i.scdn.co/image/ab67616d0000b273665be1b821e94975bdba14f6,False
4,Piece Of Your Heart - Joris Voorn Remix,"Piece Of Your Heart (The Remixes, Pt. 2)",213103,Goodboys Joris Voorn MEDUZA,False,2019-07-12,https://i.scdn.co/image/ab67616d0000b2732fbea3432471c6f9c176a425,False
5,Piece Of Your Heart,Nyårsmusik,152913,Goodboys MEDUZA,False,2020-12-18,https://i.scdn.co/image/ab67616d0000b2734e720b63cba2727a13f224a4,False
6,Piece Of Your Heart,MEDUZA,152913,Goodboys MEDUZA,False,2023-10-13,https://i.scdn.co/image/ab67616d0000b2738d7f3300dd80d2704664ff16,False
7,Piece Of Your Heart - James Hype Remix,Piece Of Your Heart (The Remixes),230120,Goodboys James Hype MEDUZA,False,2019-05-31,https://i.scdn.co/image/ab67616d0000b273665be1b821e94975bdba14f6,False
8,Piece Of Your Heart - Alok Remix,Piece Of Your Heart (Alok Remix),166451,Alok Goodboys MEDUZA,False,2019-06-07,https://i.scdn.co/image/ab67616d0000b2730df78e6e88fdefb1f8f90d55,False
10,Piece Of Your Heart,Piece Of Your Heart,152913,Goodboys MEDUZA,False,2019-02-01,https://i.scdn.co/image/ab67616d0000b273ead13021d0f2957958081f28,True
