,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Never Go Back - Robin Schulz Remix,Never Go Back (Remixes),184652,Dennis Lloyd Robin Schulz,False,2019-06-07,https://i.scdn.co/image/ab67616d0000b2739048cb6f12e756a47a7a8607,False
1,One with the Wolves,Pink,180213,Robin Schulz,False,2023-08-25,https://i.scdn.co/image/ab67616d0000b273cd074cc1d77ef0b7dfd24562,False
2,On Repeat,On Repeat,190217,David Guetta Robin Schulz,False,2022-05-06,https://i.scdn.co/image/ab67616d0000b2731fba1231f8d1cf0d06d92339,False
3,Smash My Heart,Pink,170706,Robin Schulz,False,2023-08-25,https://i.scdn.co/image/ab67616d0000b273cd074cc1d77ef0b7dfd24562,False
4,OK,OK,189306,James Blunt Robin Schulz,False,2017-05-19,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,False
5,Fugazi (Robin Schulz Presents KOPPY),Fugazi (Robin Schulz Presents KOPPY),151279,KOPPY Robin Schulz,False,2023-11-17,https://i.scdn.co/image/ab67616d0000b27352e989d44a4cef7d2eb463c9,False
6,On Repeat,Pink,190217,David Guetta Robin Schulz,False,2023-08-25,https://i.scdn.co/image/ab67616d0000b273cd074cc1d77ef0b7dfd24562,False
7,Prayer in C - Robin Schulz Radio Edit,Prayer in C (5th Anniversary Rework),189413,Lilly Wood and The Prick Robin Schulz,False,2019-06-06,https://i.scdn.co/image/ab67616d0000b273cfa9fc8c548f3ca5701bb99c,False
8,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Prayer,179960,Jasmine Thompson Robin Schulz,False,2014-09-16,https://i.scdn.co/image/ab67616d0000b273ec67f6776573462a1ad9ee2d,False
9,One By One (feat. Oaks),One By One (feat. Oaks),161276,Oaks Robin Schulz Topic,False,2024-01-19,https://i.scdn.co/image/ab67616d0000b273c59196f35755de7a1107e678,False
10,Sugar (feat. Francesco Yates),Sugar,219043,Francesco Yates Robin Schulz,False,2015-09-25,https://i.scdn.co/image/ab67616d0000b2733c9047f9aa5d0d1e03827039,True
