,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,MAGIC,Let's Make It 2,229354,MACK GROVE,True,2023-01-01,https://i.scdn.co/image/ab67616d0000b273b40fc5cafb2e0cd4652e61b6,False
1,Magic,Magic,138546,Geo22,False,2023-04-28,https://i.scdn.co/image/ab67616d0000b273d0d21b0bedfdac8da57be39a,False
2,Magic 8 Ball,Snow Day,150000,SlyzMix,False,2023-11-25,https://i.scdn.co/image/ab67616d0000b273b5f6067940754e358dad7be6,False
3,Magic,Magic,169512,Noctyz,False,2023-09-14,https://i.scdn.co/image/ab67616d0000b2739bb787040b151eb8a3acdc40,False
4,Magic (feat. Bandokay & Double Lz),Magic (feat. Bandokay & Double Lz),153802,Bandokay Double Lz OFB iLL BLU,True,2020-03-12,https://i.scdn.co/image/ab67616d0000b273aa011d79ebb9490f7b15f71c,False
5,Magic,Magic,194115,Maia Mitchell Rudy Mancuso,False,2018-03-02,https://i.scdn.co/image/ab67616d0000b27388d18653895a6306052879a1,False
6,Magic - Cubicore Remix,Magic (Cubicore Remix),167030,Cubicore Jillian Edwards Thomas Gold,False,2021-02-19,https://i.scdn.co/image/ab67616d0000b273fe179d9530731d9c467a9680,False
7,Magic (feat. Rivers Cuomo),B.o.B Presents: The Adventures of Bobby Ray,196133,B.o.B Rivers Cuomo,False,2010-04-27,https://i.scdn.co/image/ab67616d0000b273484d121f0e2d2caf87d5d10b,False
8,Magic,Magic,178461,Brother Leo K-391,False,2023-02-10,https://i.scdn.co/image/ab67616d0000b27347b7d207ba8ac13d66baa2b7,False
9,Magic (Uh La La),Magic (Uh La La),134761,Dïpdive,False,2023-11-24,https://i.scdn.co/image/ab67616d0000b2739f766ef95efa6034f58b4c5c,False
10,Rude,Don't Kill the Magic,224840,MAGIC!,False,2014-06-25,https://i.scdn.co/image/ab67616d0000b273604f8ac39f15d287e251f193,True
