,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,emiliana,Sad Romance,166642,CKay,False,2022-09-23,https://i.scdn.co/image/ab67616d0000b273440e591ff52a7a4b8e5105cb,False
1,love nwantiti (ah ah ah),Le canzoni che ci hanno fatto innamorare,145800,CKay,True,2023-12-07,https://i.scdn.co/image/ab67616d0000b2735805786ce51e76cad50833eb,False
2,love nwantiti (ah ah ah),Colazione - caffè del mattino,145800,CKay,True,2023-10-21,https://i.scdn.co/image/ab67616d0000b2734d71b2e2a5047efb1f764ef0,False
3,love nwantiti x dumebi - Midé Naike Remix,love nwantiti x dumebi (Midé Naike Remix),194181,CKay Midé Naike Rema,False,2021-03-24,https://i.scdn.co/image/ab67616d0000b273252e71bdd94bf507514ff13e,False
4,love nwantiti (ah ah ah),cruel summer energy,145800,CKay,True,2023-09-09,https://i.scdn.co/image/ab67616d0000b273412890ad4e852c52d59a62bd,False
5,love nwantiti (feat. Pronto & Eunique) - German Remix,love nwantiti (feat. Pronto & Eunique) [German Remix],186999,CKay Eunique Pronto,False,2021-10-15,https://i.scdn.co/image/ab67616d0000b273633c516c9d0fef82d130723c,False
6,love nwantiti - Spanish Remix,Te amo - Latin Love,144516,CKay De La Ghetto,False,2023-02-17,https://i.scdn.co/image/ab67616d0000b273a7a3fa7ba274240560f5bb8c,False
7,Love Nwantiti (Acoustic Version),Love Nwantiti (Acoustic Version),184196,CKay,False,2020-03-10,https://i.scdn.co/image/ab67616d0000b27323e58483fd05feea2dd7b1c2,False
8,Love Nwantiti ( ah ah ah ) - Ckay b 3atma Mashup,Love Nwantiti ( ah ah ah ) - Ckay b 3atma Mashup,77571,Nasser,False,2023-01-12,https://i.scdn.co/image/ab67616d0000b2738c2539ec3307acf8917148eb,False
10,love nwantiti (ah ah ah),CKay The First,145800,CKay,True,2019-08-30,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,True
