,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Don't Start Now,Greatest Hits Ever,183290,Dua Lipa,False,2021-03-26,https://i.scdn.co/image/ab67616d0000b273c164b1a439733e92b5044700,False
1,Don't Start Now,Future Nostalgia (The Moonlight Edition),183290,Dua Lipa,False,2021-02-11,https://i.scdn.co/image/ab67616d0000b2730533e671385ca40f4998d308,False
2,Don't Start Now - Dom Dolla Remix,Don't Start Now (Remixes),210879,Dom Dolla Dua Lipa,False,2020-01-10,https://i.scdn.co/image/ab67616d0000b273e45e2fd04f2653205ebd09a4,False
3,Don't Start Now - Kungs Remix,Don't Start Now (Remixes),216256,Dua Lipa Kungs,False,2020-01-10,https://i.scdn.co/image/ab67616d0000b273e45e2fd04f2653205ebd09a4,False
4,Don't Start Now - Pink Panda Remix,Don't Start Now (Remixes),125624,Dua Lipa Pink Panda,False,2020-01-10,https://i.scdn.co/image/ab67616d0000b273e45e2fd04f2653205ebd09a4,False
5,Don't Start Now,TikTok Songs,183290,Dua Lipa,False,2020-11-07,https://i.scdn.co/image/ab67616d0000b2739da92b8aa7cbcd57a20fe10e,False
6,Don't Start Now - Purple Disco Machine Remix,Don't Start Now (Remixes),216774,Dua Lipa Purple Disco Machine,False,2020-01-10,https://i.scdn.co/image/ab67616d0000b273e45e2fd04f2653205ebd09a4,False
7,Don't Start Now - Regard Remix,Don't Start Now (Regard Remix),188571,Dua Lipa Regard,False,2020-01-24,https://i.scdn.co/image/ab67616d0000b273ddd2bdd3ef639b44c7c81df0,False
9,Don't Start Now - Live in LA Remix,Don't Start Now (Live in LA Remix),340075,Dua Lipa,False,2020-01-28,https://i.scdn.co/image/ab67616d0000b273ad03965a48c1e584f7f0c080,False
10,Don't Start Now,Future Nostalgia (The Moonlight Edition),183290,Dua Lipa,False,2021-02-11,https://i.scdn.co/image/ab67616d0000b273ccdddb2e5349ea0608c3e016,True
