,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Yours,Chapter One (Deluxe Version),168586,Ella Henderson,False,2014-10-13,https://i.scdn.co/image/ab67616d0000b2732d8f69516a51d1b98cce0f07,False
1,0800 HEAVEN,0800 HEAVEN,159316,Ella Henderson Joel Corry Nathan Dawe,False,2023-06-09,https://i.scdn.co/image/ab67616d0000b2735ca6b7f4b15bdd7d91730b63,False
2,Crazy What Love Can Do,Crazy What Love Can Do,169756,Becky Hill David Guetta Ella Henderson,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273654c0a1cb2c30dd8e11c0186,False
3,Friends,Glorious,178298,Ella Henderson,False,2019-11-08,https://i.scdn.co/image/ab67616d0000b273e878ff6b93bdc62d81e46823,False
4,Children - Radio Edit,Children,206222,Deborah de Luca Robert Miles,False,2022-07-15,https://i.scdn.co/image/ab67616d0000b2739aab7c7d945f5fb102177257,False
5,Children - Edit Mix,Children,245927,Robert Miles Tinlicker,False,2020-09-25,https://i.scdn.co/image/ab67616d0000b273df83c5ba9339787e0e8d9457,False
6,One & One (feat. Maria Nayler),Dreamland,239626,Maria Nayler Robert Miles Robin Hancock,False,1996-06-10,https://i.scdn.co/image/ab67616d0000b27372bcbe758d172450fbff3a20,False
7,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),155253,Ella Henderson Nathan Dawe,False,2022-04-29,https://i.scdn.co/image/ab67616d0000b273ef126ba9057607d88e103904,False
8,I Go Dancing (feat. Ella Henderson),I Go Dancing (feat. Ella Henderson),162545,Ella Henderson Frank Walker,False,2023-01-20,https://i.scdn.co/image/ab67616d0000b2736061d616bd5821bf7296274d,False
9,Children,Children (Dance Vault Mixes),243266,Robert Miles,False,1996-07-11,https://i.scdn.co/image/ab67616d0000b27385a2da83b5b340365ae7d8cd,False
10,REACT,REACT,201145,Ella Henderson Robert Miles Switch Disco,False,2023-01-13,https://i.scdn.co/image/ab67616d0000b27321acc4c231327248498a35da,True
