,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Prayer in C - Robin Schulz Radio Edit,#duet,189399,Lilly Wood and The Prick Robin Schulz,False,2023-05-17,https://i.scdn.co/image/ab67616d0000b2737d72fc46a6ca84099fa39f68,False
1,Prayer in C - Robin Schulz Radio Edit,Chill Beats,189399,Lilly Wood and The Prick Robin Schulz,False,2023-04-14,https://i.scdn.co/image/ab67616d0000b27380bd3ee2e88ddbf8506c277e,False
2,Prayer in C - Robin Schulz Radio Edit,#FYP - For You Page - TikTok Beats,189399,Lilly Wood and The Prick Robin Schulz,False,2023-09-30,https://i.scdn.co/image/ab67616d0000b27377742faf16fa9185741eed0c,False
3,Prayer in C - 5th Anniversary Remix,Prayer in C (5th Anniversary Rework),179151,Junkx Lilly Wood and The Prick Robin Schulz,False,2019-06-06,https://i.scdn.co/image/ab67616d0000b273cfa9fc8c548f3ca5701bb99c,False
4,Prayer in C - Robin Schulz Radio Edit,Music I Haven't Heard In a While,189399,Lilly Wood and The Prick Robin Schulz,False,2023-07-01,https://i.scdn.co/image/ab67616d0000b273e9e67836e8f42a306e233703,False
5,Prayer in C - Robin Schulz Radio Edit,New Year’s Eve Pink Setlist,189399,Lilly Wood and The Prick Robin Schulz,False,2023-12-22,https://i.scdn.co/image/ab67616d0000b27390f3026244714ae2776d5c44,False
6,Prayer in C - Robin Schulz Remix; Catholic Version,5 Years of Big Beat,322687,Lilly Wood and The Prick Robin Schulz,False,2016-01-15,https://i.scdn.co/image/ab67616d0000b27374b6a25c63bc5e53ecdb6f44,False
7,Prayer In C,Invincible Friends,190132,Lilly Wood and The Prick,False,2010-05-31,https://i.scdn.co/image/ab67616d0000b27390802232b5f1a6047ebfe512,False
9,Prayer in C - Robin Schulz Radio Edit,Prayer in C (5th Anniversary Rework),189413,Lilly Wood and The Prick Robin Schulz,False,2019-06-06,https://i.scdn.co/image/ab67616d0000b273cfa9fc8c548f3ca5701bb99c,False
10,Prayer in C - Robin Schulz Radio Edit,Prayer,189399,Lilly Wood and The Prick Robin Schulz,False,2014-09-16,https://i.scdn.co/image/ab67616d0000b273ec67f6776573462a1ad9ee2d,True
