,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,INDUSTRY BABY (feat. Jack Harlow),MONTERO,212352,Jack Harlow Lil Nas X,True,2021-09-17,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,False
1,Panini,Panini,114893,Lil Nas X,False,2019-09-13,https://i.scdn.co/image/ab67616d0000b273de048a43d03fb53a466c1c9f,False
2,MONTERO (Call Me By Your Name),MONTERO,137704,Lil Nas X,True,2021-09-17,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,False
3,Old Town Road - Remix,7 EP,157066,Billy Ray Cyrus Lil Nas X,False,2019-06-21,https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a,False
4,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),210575,Lil Nas X,True,2022-09-22,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,False
5,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),137875,Lil Nas X,True,2021-03-31,https://i.scdn.co/image/ab67616d0000b273664034dd80e91b28f773598d,False
6,Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),195470,Lil Nas X,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b2737ba71545bdc6a117a6022e28,False
7,J CHRIST,J CHRIST,153766,Lil Nas X,True,2024-01-12,https://i.scdn.co/image/ab67616d0000b273ce7e86b71614fb4186d40021,False
8,Old Town Road,7 EP,113000,Lil Nas X,False,2019-06-21,https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a,False
10,THATS WHAT I WANT,MONTERO,143901,Lil Nas X,True,2021-09-17,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,True
