,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Levitating,Levitating,111428,Altair Blake,False,2021-03-12,https://i.scdn.co/image/ab67616d0000b273225f171522eeec4541b1e05b,False
1,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix] [Mixed],Club Future Nostalgia (DJ Mix),235813,Dua Lipa Madonna Missy Elliott The Blessed Madonna,False,2020-08-28,https://i.scdn.co/image/ab67616d0000b27357fe88ee748288269959a018,False
2,Levitating,Träning 2022,203064,DaBaby Dua Lipa,False,2022-06-03,https://i.scdn.co/image/ab67616d0000b273f0f58d85b8a0018d85abde39,False
3,Levitating - Space Mix,Levitating (Space Mix),178681,DJ Style Glambeats Corp. Javier Penna,False,2022-05-27,https://i.scdn.co/image/ab67616d0000b273321b78664fa8c4df3508e7fd,False
5,Levitating,Levitating,160788,Cookie Crumble,False,2021-12-09,https://i.scdn.co/image/ab67616d0000b27364f650d5b9641172f6c49459,False
6,Levitating (feat. DaBaby) - KUU Remix,Levitating (feat. DaBaby) [KUU Remix],250984,DaBaby Dua Lipa KUU,False,2020-11-20,https://i.scdn.co/image/ab67616d0000b27307e1339fa2edcd44d29fdf08,False
7,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],250280,Dua Lipa Madonna Missy Elliott The Blessed Madonna,False,2020-08-13,https://i.scdn.co/image/ab67616d0000b273d5d8db4a78c0c7de547d8ba2,False
8,Levitating,TikTok Songs Viral Hits,203064,DaBaby Dua Lipa,False,2021-02-10,https://i.scdn.co/image/ab67616d0000b273de0c03a0219150ef6f227f70,False
9,Levitating (feat. DaBaby) - Don Diablo Remix,Levitating (feat. DaBaby) [Don Diablo Remix],208000,DaBaby Don Diablo Dua Lipa,False,2020-12-11,https://i.scdn.co/image/ab67616d0000b2730f2a8b16112cf1a8103a221e,False
10,Levitating (feat. DaBaby),Future Nostalgia (The Moonlight Edition),203064,DaBaby Dua Lipa,False,2021-02-11,https://i.scdn.co/image/ab67616d0000b273ccdddb2e5349ea0608c3e016,True
