,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Hold On - Remastered 2010,Plastic Ono Band,112040,John Lennon,False,1970-12-11,https://i.scdn.co/image/ab67616d0000b2736462162d227ec2be2ebee12d,False
1,"Hold On, We're Going Home","Hold On, We're Going Home",169792,JUNG,False,2018-11-09,https://i.scdn.co/image/ab67616d0000b2734cf3aa937430cff0963d7306,False
2,"Hold On, We're Going Home - BBC Live Version",I Don't Want To Go Home,193840,Nick Mulvey,False,2014-10-24,https://i.scdn.co/image/ab67616d0000b273567925f201636276a5f5f008,False
3,Hold On,Hold On,195000,Nano,False,2017-07-28,https://i.scdn.co/image/ab67616d0000b273bb8a61fe12d09c290dd8f915,False
4,"Hold On, We're Going Home",Musiken från På Spåret,169410,Mando Diao,False,2020-01-31,https://i.scdn.co/image/ab67616d0000b2734276194bde85a654c2548291,False
5,"Hold On, We're Going Home","Hold On, We're Going Home",156127,Bart Cohen,False,2023-01-13,https://i.scdn.co/image/ab67616d0000b273372b2958b6d895567fe96788,False
6,"Hold On, We're Going Home",Past & Present,219333,rhyno,False,2023-08-25,https://i.scdn.co/image/ab67616d0000b27372d14b2aa1d268f045555f58,False
7,"Hold on, We're Going Home - Urban Love Remix",Daydreaming,172566,Francoise Sanders Urban Love,False,2022-02-25,https://i.scdn.co/image/ab67616d0000b2731f323638a085588c7b3b395d,False
8,"Hold on, We're Going Home - Urban Love Remix","Hold on, We're Going Home (Urban Love Remix)",172566,Francoise Sanders Urban Love,False,2021-09-10,https://i.scdn.co/image/ab67616d0000b2735cf4f51c25af808599bb0319,False
10,"Hold On, We're Going Home","Hold On, We're Going Home",170841,Hanno J R LEØN,False,2023-02-03,https://i.scdn.co/image/ab67616d0000b273bab0fb1a1501e89aac22226d,True
