,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Our Journey,Home,65217,Alex D Solomon Soothly,False,2023-05-19,https://i.scdn.co/image/ab67616d0000b2732a87cfa050bd3e6575488947,False
1,Past & Present,Home,61043,Alex D Solomon Soothly,False,2023-05-19,https://i.scdn.co/image/ab67616d0000b2732a87cfa050bd3e6575488947,False
2,Melody,Melody,146571,Alex D'Rosso Deepierro,False,2023-12-22,https://i.scdn.co/image/ab67616d0000b27369f51e00e8a6a5d79fe367c5,False
3,What a Feeling,What a Feeling,124503,Alex D'Rosso Kelly Matejcic Yusuf Alev,False,2022-12-23,https://i.scdn.co/image/ab67616d0000b2738c39cb824051638e46471b8a,False
4,All In 2023,All In 2023,133287,Alex D'Rosso Emil Assergård,False,2023-06-30,https://i.scdn.co/image/ab67616d0000b27304c7ce10a5456700783a9fd8,False
5,Second,Second,137000,Alex D'Rosso Braaten & Chrit Leaf Oscar Duke,False,2023-11-10,https://i.scdn.co/image/ab67616d0000b273d8a12e6be66b4d2d12045709,False
6,Something,Something,123837,Alex D'Rosso,False,2023-12-29,https://i.scdn.co/image/ab67616d0000b27363a8c8b0c6af7cd294973e7a,False
7,Anyone,Anyone,142241,Alex D'Rosso Sealife,False,2024-01-19,https://i.scdn.co/image/ab67616d0000b273bddab49733e8c441ecd2b080,False
8,Tainted Love,Tainted Love,166779,Alex D'Rosso PRSM,False,2023-08-11,https://i.scdn.co/image/ab67616d0000b27300d88b0a37916e5e65af209d,False
10,Waves,Waves,129391,Alex D'Rosso PRSM,False,2023-07-28,https://i.scdn.co/image/ab67616d0000b2736c05007473c3baaf76aa54d1,True
