,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Instruction (feat. Demi Lovato & Stefflon Don),Snacks,165906,Demi Lovato Jax Jones Stefflon Don,True,2019-07-12,https://i.scdn.co/image/ab67616d0000b273bb3c162ddba09bfba12199ea,False
1,You Don't Know Me (feat. RAYE),Snacks,212573,Jax Jones RAYE,True,2019-07-12,https://i.scdn.co/image/ab67616d0000b273bb3c162ddba09bfba12199ea,False
2,All Day And Night,Snacks,169466,Europa Jax Jones Madison Beer Martin Solveig,False,2019-07-12,https://i.scdn.co/image/ab67616d0000b273bb3c162ddba09bfba12199ea,False
3,Dance All Over Me - Jax Jones Remix,Dance All Over Me,165120,George Ezra Jax Jones,False,2022-09-16,https://i.scdn.co/image/ab67616d0000b273af989be58951dc1d60efe7e2,False
4,Won't Forget You,Won't Forget You,153817,D.O.D Ina Wroldsen Jax Jones,False,2023-09-29,https://i.scdn.co/image/ab67616d0000b273cb23b61f174de4ff29600f36,False
5,You Don't Know Me,You Don't Know Me,213946,Jax Jones RAYE,True,2016-12-09,https://i.scdn.co/image/ab67616d0000b2731d883d3f10af481faa3c7e04,False
6,Where Did You Go?,Hit Connection 2022,177689,Jax Jones MNEK,False,2022-05-06,https://i.scdn.co/image/ab67616d0000b27309fcc2a4932d386125f76daf,False
7,Where Did You Go?,Spring Break 2022,177689,Jax Jones MNEK,False,2022-04-22,https://i.scdn.co/image/ab67616d0000b27371f8b9292fe874ab66473f69,False
8,Where Did You Go? - A1 x J1 Remix,Where Did You Go? (A1 x J1 Remix),162757,A1 x J1 Jax Jones MNEK,False,2022-03-28,https://i.scdn.co/image/ab67616d0000b27350a2a19fe6c774aa965e48a6,False
9,Where Did You Go? - Donk Edit,Where Did You Go? (Donk Edit),156760,Jax Jones MNEK,False,2024-01-26,https://i.scdn.co/image/ab67616d0000b273e1740948ef81004d5a83849a,False
10,Where Did You Go? (feat. MNEK),Where Did You Go (feat. MNEK),177689,Jax Jones MNEK,False,2022-02-04,https://i.scdn.co/image/ab67616d0000b273490a887b85a95378ea66b41d,True
