,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,I Ain't Worried,No Recognition,133384,Aaron May,True,2022-06-25,https://i.scdn.co/image/ab67616d0000b2736cd2ee5b526d6ef64c2c2da5,False
1,I AIN'T WORRIED HARDSTYLE,I AIN'T WORRIED HARDSTYLE,143694,SICK LEGEND,False,2022-10-14,https://i.scdn.co/image/ab67616d0000b2738cc6104c9add7f8ef3057c7a,False
2,Run,Run,169010,OneRepublic,False,2021-05-05,https://i.scdn.co/image/ab67616d0000b2738120d2b107af14b1bf67cd06,False
3,I Ain't Worried,I Ain't Worried,141000,Offmind Summer Vibes,False,2023-02-23,https://i.scdn.co/image/ab67616d0000b273759b05577ff3839454b4c799,False
4,I Ain't Worried - Collins String Version,I Ain’t Worried (Versions),151392,Collins OneRepublic,False,2023-05-12,https://i.scdn.co/image/ab67616d0000b273f00eb59292abe2249b18f0b7,False
5,I Ain't Worried (feat. Becky G) - Latin Version,I Ain’t Worried (Versions),136213,Becky G OneRepublic,False,2023-05-12,https://i.scdn.co/image/ab67616d0000b273f00eb59292abe2249b18f0b7,False
6,I Ain't Worried - Slowed + Reverb,I Ain’t Worried (Versions),173445,OneRepublic,False,2023-05-12,https://i.scdn.co/image/ab67616d0000b273f00eb59292abe2249b18f0b7,False
7,I Ain’t Worried - Acoustic,"I Ain’t Worried - Acoustic (Music From The Motion Picture ""Top Gun: Maverick"")",149233,OneRepublic,False,2022-08-05,https://i.scdn.co/image/ab67616d0000b2730884a5ab3882152b208f506c,False
8,I Ain't Worried,Top Gun: Maverick (Music From The Motion Picture),148485,OneRepublic,False,2022-05-27,https://i.scdn.co/image/ab67616d0000b27302701cfe03aca6827b5c5449,False
10,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",148485,OneRepublic,False,2022-05-13,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13,True
