,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,This Girl - Kungs Vs. Cookin' on 3 Burners Cover,This Girl (Reprise De This Girl),195154,Fiona Xsay,False,2016-05-24,https://i.scdn.co/image/ab67616d0000b2738276bbdd33b2234924eabdda,False
1,This Girl - Remix Kungs vs. Cookin on 3 Burners Tribute,My Best Summer Vacation,193344,Maxence Luchi Rose,False,2016-08-01,https://i.scdn.co/image/ab67616d0000b273eea62e1420cc1cd9beca5a40,False
2,This Girl - Originally performed by Kungs vs Cookin' On 3 Burners (Instrumental Version),This Girl,195500,2016 Dynamo Hitz,False,2016-06-23,https://i.scdn.co/image/ab67616d0000b2735fc89588aeda59fcc9ca5238,False
3,This Girl,Soul Messin',224000,Cookin' On 3 Burners Kylie Auldist,False,2009-06-26,https://i.scdn.co/image/ab67616d0000b27374bd620655b1ca5f220215dc,False
4,This Girl - Remix Kungs Vs Cookin on 3 Burners Tribute,The Best Summer Party,194958,Andres Espinosa,False,2016-07-23,https://i.scdn.co/image/ab67616d0000b273dab6b749ce36f1c6e900bbf5,False
5,This Girl - Instrumental,This Girl (Special Edition),241995,Cookin' On 3 Burners,False,2009-01-01,https://i.scdn.co/image/ab67616d0000b273a545801079bfe2b7523e464f,False
6,This Girl (Kungs Vs Cookin' On 3 Burners) - Extended,Zandvoort 2021,242735,Cookin' On 3 Burners Kungs,False,2021-08-26,https://i.scdn.co/image/ab67616d0000b273b2871b8fe1c62b46cbf41e75,False
7,This Girl - Kungs Vs. Cookin' On 3 Burners,大掃除がはかどる洋楽ヒッツ,195561,Cookin' On 3 Burners Kungs,False,2023-12-16,https://i.scdn.co/image/ab67616d0000b2738279cb96b25151ebdc4e02b9,False
8,This Girl (Kungs Vs Cookin' On 3 Burners) - Extended,This Girl - EP,242735,Cookin' On 3 Burners Kungs,False,2016-03-25,https://i.scdn.co/image/ab67616d0000b2730bd7129bb0affa7f213d0640,False
10,This Girl (Kungs Vs. Cookin' On 3 Burners),Layers,195546,Cookin' On 3 Burners Kungs,False,2016-11-04,https://i.scdn.co/image/ab67616d0000b273af72d0856c5527dc97f3ea08,True
