,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Me & I,"Las Vegas Vocal House Brave Heart Presents: Records54, Vol. 1.2",295656,Regard Sarah Abad,True,2017-04-13,https://i.scdn.co/image/ab67616d0000b273112e8ed6da11f1edb329ae4b,False
1,Ride It (Tiktok Dance Challenge) Originally Performed by Regard,Trend and Viral Vol 3,160810,DJ D MAN Xtreme,False,2020-04-24,https://i.scdn.co/image/ab67616d0000b2734f8bbda84848583db6367961,False
2,Ride It,Secrets,157605,Regard,False,2020-05-01,https://i.scdn.co/image/ab67616d0000b2737e3c82a0d196970981150bbf,False
3,Ride It - Franky Wah Sunset Mix,Ride It (Franky Wah Sunset Mix),264986,Franky Wah Regard,False,2019-11-08,https://i.scdn.co/image/ab67616d0000b27354ebaac9957637985ff1538e,False
4,Ride It - David Puentez Remix,Ride It (Remixes),158709,David Puentez Regard,False,2020-04-10,https://i.scdn.co/image/ab67616d0000b2738e309443f712786659ad68b3,False
5,Ride It - Dimitri Vegas & Like Mike vs Quintino Remix,Ride It (Remixes),176250,Dimitri Vegas & Like Mike Quintino Regard,False,2020-04-10,https://i.scdn.co/image/ab67616d0000b2738e309443f712786659ad68b3,False
6,Ride It - Dimitri Vegas & Like Mike vs Quintino Remix,Ride It (Dimitri Vegas & Like Mike vs Quintino Remix),176250,Dimitri Vegas & Like Mike Quintino Regard,False,2020-04-16,https://i.scdn.co/image/ab67616d0000b273a7479fbb6b5b003572f60499,False
7,Ride It - Jonas Blue Remix,Ride It (Remixes),182400,Jonas Blue Regard,False,2020-04-10,https://i.scdn.co/image/ab67616d0000b2738e309443f712786659ad68b3,False
8,Ride It - Jonas Blue Remix,Ride It (Jonas Blue Remix),182400,Jonas Blue Regard,False,2019-11-01,https://i.scdn.co/image/ab67616d0000b2731c9a96f6bcd340434a77f61c,False
10,Ride It,Ride It,157605,Regard,False,2019-07-26,https://i.scdn.co/image/ab67616d0000b2735c27813ae019011fcb370c78,True
