,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Heat Waves,Heat Waves,141286,Bailey Jehl,False,2022-01-07,https://i.scdn.co/image/ab67616d0000b273a5a2349735f9a6ef6a818095,False
1,I Don't Wanna Talk (I Just Wanna Dance),Dreamland (+ Bonus Levels),195190,Glass Animals,True,2021-09-09,https://i.scdn.co/image/ab67616d0000b27399393d90f3c4ebd60d09d23e,False
2,Heat Waves,Heat Waves,171919,Harrison,False,2022-02-11,https://i.scdn.co/image/ab67616d0000b27360339d556d62b44fb5c81966,False
3,Heat Waves - Slowed,Heat Waves (Expansion Pack),262248,Glass Animals,False,2021-03-21,https://i.scdn.co/image/ab67616d0000b273ca715be1bb97fc0129955123,False
4,Heat Waves - Stripped Back,Dreamland (+ Bonus Levels),194107,Glass Animals,False,2021-09-09,https://i.scdn.co/image/ab67616d0000b27399393d90f3c4ebd60d09d23e,False
5,Heat Waves - Oliver Heldens Remix,Dreamland (+ Bonus Levels),243536,Glass Animals Oliver Heldens,False,2021-09-09,https://i.scdn.co/image/ab67616d0000b27399393d90f3c4ebd60d09d23e,False
6,Heat Waves - Shakur Ahmad Remix,Dreamland (+ Bonus Levels),198094,Glass Animals Shakur Ahmad,False,2021-09-09,https://i.scdn.co/image/ab67616d0000b27399393d90f3c4ebd60d09d23e,False
7,Heat Waves - Diplo Remix,Dreamland (+ Bonus Levels),141897,Diplo Glass Animals,False,2021-09-09,https://i.scdn.co/image/ab67616d0000b27399393d90f3c4ebd60d09d23e,False
8,Heat Waves,Dreamland (+ Bonus Levels),175301,Glass Animals iann dior,False,2021-09-09,https://i.scdn.co/image/ab67616d0000b27399393d90f3c4ebd60d09d23e,False
9,Heat Waves,Dreamland,238805,Glass Animals,False,2020-08-07,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464,False
10,Heat Waves,Dreamland (+ Bonus Levels),238805,Glass Animals,False,2020-08-06,https://i.scdn.co/image/ab67616d0000b2739e495fb707973f3390850eea,True
