,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,B.O.T.A. (Baddest of Them All),TikTok Hits - FYP,358266,Eliza Rose Interplanetary Criminal,False,2023-10-26,https://i.scdn.co/image/ab67616d0000b2733c071dd167840fe102635d89,False
1,B.O.T.A. (Baddest of Them All),#fyp,358266,Eliza Rose Interplanetary Criminal,False,2023-07-21,https://i.scdn.co/image/ab67616d0000b27347c056ad1361760244d46460,False
2,B.O.T.A. (Baddest of Them All) - Edit,Sommarlåtar,226626,Eliza Rose Interplanetary Criminal,False,2023-05-12,https://i.scdn.co/image/ab67616d0000b2730cb78e4f8b97dc33b5c482d9,False
3,B.O.T.A. (Baddest of Them All),Certified Hits,358266,Eliza Rose Interplanetary Criminal,False,2023-02-03,https://i.scdn.co/image/ab67616d0000b27369e619a83710ab3c7405dda4,False
4,B.O.T.A. (Baddest of Them All),this was 2022 the hits,358266,Eliza Rose Interplanetary Criminal,False,2023-03-08,https://i.scdn.co/image/ab67616d0000b273056143a5493fb45365fc1f19,False
5,B.O.T.A. (Baddest of Them All),Pop Platinum,358266,Eliza Rose Interplanetary Criminal,False,2023-04-27,https://i.scdn.co/image/ab67616d0000b273bf024917a9c7583908b869bd,False
6,B.O.T.A. (Baddest of Them All) - Edit,Träning 2023,226626,Eliza Rose Interplanetary Criminal,False,2022-12-30,https://i.scdn.co/image/ab67616d0000b273fede685b2bfa7efa86b7bc8f,False
7,B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All),358266,Eliza Rose Interplanetary Criminal,False,2022-08-12,https://i.scdn.co/image/ab67616d0000b273eb15b994e15a3a6634d1694e,False
8,B.O.T.A. (Baddest Of Them All) [feat. Eliza Rose & Interplanetary Criminal] [Sped Up Version],B.O.T.A. (Baddest Of Them All) [feat. Eliza Rose & Interplanetary Criminal] [Sped Up Version],189316,Eliza Rose Interplanetary Criminal sped up nightcore,False,2022-09-16,https://i.scdn.co/image/ab67616d0000b2738b422750848f518fde608186,False
10,B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All),226626,Eliza Rose Interplanetary Criminal,False,2022-08-12,https://i.scdn.co/image/ab67616d0000b273eb15b994e15a3a6634d1694e,True
