,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Señorita - Hardstyle Mix,Señorita (Hardstyle Mix),185822,Wild Angel,False,2023-08-04,https://i.scdn.co/image/ab67616d0000b273f1796b2063051ded6f1938c1,False
1,Señorita - Acoustic,Covers with Friends,199056,Bailey Rushlow Dan Berk,False,2021-07-09,https://i.scdn.co/image/ab67616d0000b2730630ad0aabbcf1221ede6238,False
2,Señorita,Música Alegre - ¡Alégrate El Día!,190960,Camila Cabello Shawn Mendes,False,2023-10-12,https://i.scdn.co/image/ab67616d0000b273483f7ebd27a1898f73dfedc3,False
3,Señorita,Top Hits 2022,190960,Camila Cabello Shawn Mendes,False,2022-05-13,https://i.scdn.co/image/ab67616d0000b27321ee4c61521cb8e35c0d85e2,False
4,Señorita,Romance,190813,Camila Cabello Shawn Mendes,False,2019-12-06,https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3,False
5,Señorita,Canciones Para Enamorarse,190960,Camila Cabello Shawn Mendes,False,2023-10-27,https://i.scdn.co/image/ab67616d0000b27394f6b4150569d90057ab240f,False
6,Señorita,Nyårsmusik,190960,Camila Cabello Shawn Mendes,False,2020-12-18,https://i.scdn.co/image/ab67616d0000b2734e720b63cba2727a13f224a4,False
7,I Know What You Did Last Summer,Handwritten,223853,Camila Cabello Shawn Mendes,False,2015-04-14,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb,False
9,Señorita,Señorita,190960,Camila Cabello Shawn Mendes,False,2019-06-21,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,False
10,Señorita,Shawn Mendes (Deluxe),190799,Camila Cabello Shawn Mendes,False,2019-06-19,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,True
