,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Remember - Acoustic,Remember (Acoustic),178626,Becky Hill,False,2021-07-09,https://i.scdn.co/image/ab67616d0000b273d1e9684ce3d1ead2b832eb86,False
1,Remember,Remember,160766,Becky Hill David Guetta,False,2021-06-18,https://i.scdn.co/image/ab67616d0000b273fe3a09ccabe5f5e6646f7512,False
2,Disconnect,Disconnect,164914,Becky Hill Chase & Status,True,2023-07-14,https://i.scdn.co/image/ab67616d0000b27309dc775999d5a6d87d156c2f,False
3,Remember (with David Guetta),Only Honest On The Weekend,161386,Becky Hill David Guetta,False,2021-08-27,https://i.scdn.co/image/ab67616d0000b273afeb6f4556e7125e4272780f,False
4,Crazy What Love Can Do (with Becky Hill) [Öwnboss Remix],Crazy What Love Can Do (with Becky Hill) [Öwnboss Remix],156749,Becky Hill David Guetta Ella Henderson Öwnboss,False,2022-06-30,https://i.scdn.co/image/ab67616d0000b273aa362489ab7d5770850c1b5b,False
5,Crazy What Love Can Do (with Becky Hill) - A7S Remix,Crazy What Love Can Do (with Becky Hill) [A7S Remix],163809,A7S Becky Hill David Guetta Ella Henderson,False,2022-05-13,https://i.scdn.co/image/ab67616d0000b2737661835d0aa565dc771bfead,False
6,Crazy What Love Can Do - James Carter Remix,Crazy What Love Can Do (Remixes),145409,Becky Hill David Guetta Ella Henderson James Carter,False,2022-07-07,https://i.scdn.co/image/ab67616d0000b2737f618bb886649072d5310eae,False
7,Crazy What Love Can Do,New Year's Eve Party,169756,Becky Hill David Guetta Ella Henderson,False,2023-12-15,https://i.scdn.co/image/ab67616d0000b273432f4779f5dad5d9c956807f,False
8,Crazy What Love Can (with Becky Hill & Ella Henderson) - David Guetta & James Hype Remix,Crazy What Love Can (with Becky Hill & Ella Henderson) [David Guetta & James Hype Remix],160563,Becky Hill David Guetta Ella Henderson James Hype,False,2022-07-07,https://i.scdn.co/image/ab67616d0000b2736d3f17968e22c96223177fa7,False
10,Crazy What Love Can Do,Crazy What Love Can Do,169756,Becky Hill David Guetta Ella Henderson,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273654c0a1cb2c30dd8e11c0186,True
