,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Calm Down,Outside,265641,Burna Boy,True,2018-01-26,https://i.scdn.co/image/ab67616d0000b2736840e87d0809f65014309322,False
1,Calm Down,Calm Down,115826,Rima,False,2024-01-04,https://i.scdn.co/image/ab67616d0000b2730454b6a36e8a6400bcd2e321,False
2,Calm Down,Rave & Roses,219668,Rema,False,2022-03-24,https://i.scdn.co/image/ab67616d0000b273ffa52727feedfd1935d160c4,False
3,Calm Down (with Selena Gomez),Rave & Roses Ultra,239317,Rema Selena Gomez,False,2023-04-27,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7,False
4,Calm Down,Top Hits 2023,219813,Rema,False,2023-02-02,https://i.scdn.co/image/ab67616d0000b273760921b9de555a27f9f79322,False
5,Calm Down,Calm Down,182068,DJ Goja Magic Phase,False,2022-09-19,https://i.scdn.co/image/ab67616d0000b2738709c680885bd087865ea62a,False
6,Calm Down,Non- Stop Pop,239317,Rema Selena Gomez,False,2023-01-26,https://i.scdn.co/image/ab67616d0000b2737ae7a629c33e730b2033ac76,False
7,Calm Down - Remix,Calm Down (Remix),171688,Cool 7rack Hadart Netto Roaz,False,2023-01-13,https://i.scdn.co/image/ab67616d0000b27374276e5ba7ecaff76826ee0b,False
8,Calm Down,Calm Down,219813,Rema,False,2022-02-10,https://i.scdn.co/image/ab67616d0000b2734104f6b4175d04d69ab73c85,False
10,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),239317,Rema Selena Gomez,False,2022-08-25,https://i.scdn.co/image/ab67616d0000b273a3a7f38ea2033aa501afd4cf,True
