,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Give iT,"Harmonizing Henry, Pt. 2",113149,ZayDOOBIE,True,2023-10-31,https://i.scdn.co/image/ab67616d0000b2738d812e3c6b9f63a362042f98,False
1,ZAYdoobie,"Harmonizing Henry, Pt. 2",139666,ZayDOOBIE,True,2023-10-31,https://i.scdn.co/image/ab67616d0000b2738d812e3c6b9f63a362042f98,False
2,iSela,iSela,263414,Zano Thando,False,2021-07-16,https://i.scdn.co/image/ab67616d0000b273dfba9ed0489a60baa8961f8f,False
3,Break the Bank,Attraction,135120,Zanko Zanotti,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b273469ef2cd44c6aff0a6a91999,False
4,ZANI,ZANI,178000,BOTA Jack Fuego Jewan,False,2023-12-15,https://i.scdn.co/image/ab67616d0000b2733fba46eba034d4c91662bf81,False
5,TELL ME,TELL ME,188406,Zaiyon,True,2024-01-15,https://i.scdn.co/image/ab67616d0000b27337a2b4f7b72f2d2ffd84e12d,False
6,Zanobi,The Universe,159375,Catiso,False,2020-03-13,https://i.scdn.co/image/ab67616d0000b273f95e0f2321eb3f4eff36db58,False
7,High With You,High With You,139047,Zanoii,False,2023-01-06,https://i.scdn.co/image/ab67616d0000b27377402b664184eb51993310ea,False
8,Low Without You,Low Without You,141904,Zanoii,False,2023-11-24,https://i.scdn.co/image/ab67616d0000b273b6c0671fcc7493170750b6a9,False
9,The Weekend,The Weekend,150491,Zanoii,False,2024-01-05,https://i.scdn.co/image/ab67616d0000b2736b8b4ee55b9b0c6ed99b8eb8,False
10,All About You,All About You,129677,Zanoii,False,2023-08-04,https://i.scdn.co/image/ab67616d0000b273f048f6078fc342cd1a8b7812,True
