,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Bears,SAMMY ALBUM,41936,Robbie III Samuel Hair,True,2024-01-04,https://i.scdn.co/image/ab67616d0000b273e42c207a7be25358a6d94d73,False
1,Let's Misbehave - Live,Songs from Inside My Locker - Live at Feinstein's/54 Below,169440,Robbie Rozelle,False,2020-06-26,https://i.scdn.co/image/ab67616d0000b27373ae82b6bb61471d20d6b88f,False
2,My Body Moves - Soul Speech Remix,My Body Moves (Remix),158048,Elizabeth Gandolfo Robbie Rivera Soul Speech,False,2020-06-19,https://i.scdn.co/image/ab67616d0000b273eeae3f8bd59780448122ea34,False
3,The Aged-Out Medley - Live,Songs from Inside My Locker - Live at Feinstein's/54 Below,265840,Robbie Rozelle,False,2020-06-26,https://i.scdn.co/image/ab67616d0000b27373ae82b6bb61471d20d6b88f,False
4,Unbound,Contact From The Underworld Of Redboy,276733,Robbie Robertson,False,1998-03-10,https://i.scdn.co/image/ab67616d0000b27379d486bb71543e92fe59be16,False
5,Devil's On My Back,Devil's On My Back,237376,C-Lance Ekoh Merkules Robbie G,True,2023-12-15,https://i.scdn.co/image/ab67616d0000b273c35188c344300a8bfe1dca72,False
6,"""A Ballad K-Hole…"" - Live",Songs from Inside My Locker - Live at Feinstein's/54 Below,104173,Robbie Rozelle,False,2020-06-26,https://i.scdn.co/image/ab67616d0000b27373ae82b6bb61471d20d6b88f,False
7,Go - Joachim Garraud & DISPYZER Piano Remix,Go (Joachim Garraud & DISPYZER Remixes),316618,DISPYZER Joachim Garraud Robbie Rivera,False,2023-08-04,https://i.scdn.co/image/ab67616d0000b273bc344a073ca3de58794b5b78,False
8,Peyote Healing,Contact From The Underworld Of Redboy,370533,Johnny Mike Robbie Robertson Verdell Primeaux,False,1998-03-10,https://i.scdn.co/image/ab67616d0000b27379d486bb71543e92fe59be16,False
9,Remembrance,Sinematic,328760,Robbie Robertson,False,2019-09-20,https://i.scdn.co/image/ab67616d0000b2734333b2328ea57463a0e744ac,False
10,Wasted Time,Wasted Time,160052,EMOCA JeLa Robbie Rosen,False,2023-09-29,https://i.scdn.co/image/ab67616d0000b2731e2a567555fee1b2bb6d1438,True
