,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Winter Wonderland,chillhop beat tapes: Masked Man [Side A],173333,Masked Man,False,2023-11-14,https://i.scdn.co/image/ab67616d0000b273f647e5ce36e7a1484075846c,False
1,Maskeradbalen,Barnplaneten - alla sånger,122866,Jerry Thåström,False,2014-03-13,https://i.scdn.co/image/ab67616d0000b27345d67543bd1f83ba7c7afe75,False
2,Masked,The Stash,114352,Neesh,False,2023-07-26,https://i.scdn.co/image/ab67616d0000b273844fc3c07a92f4465327a69a,False
3,Evian,chillhop beat tapes: Masked Man [Side A],149333,Masked Man,False,2023-11-14,https://i.scdn.co/image/ab67616d0000b273f647e5ce36e7a1484075846c,False
4,The Mask!,The Mask!,168004,ZiCupi978,False,2023-10-01,https://i.scdn.co/image/ab67616d0000b2738c74351b1619f0b1699539c2,False
5,Tolerance,Tolerance,140844,The Masked Pianoman,False,2022-05-20,https://i.scdn.co/image/ab67616d0000b273024e18c1ca40ed89ec257940,False
6,"Masked Dedede's Theme (From ""Kirby Super Star Ultra"")","Game & Sound: VGM Covers, Vol. 5",165000,Game & Sound,False,2016-04-25,https://i.scdn.co/image/ab67616d0000b27372d4a1e7550a46efea5f1abf,False
7,masked up!,masked up!,115435,4tr4y Yungmdot,True,2023-12-15,https://i.scdn.co/image/ab67616d0000b27337b03dffa0755494dfcffb3b,False
8,Masked Dedede,NEXT LVL,128004,Fuzzy,True,2021-12-06,https://i.scdn.co/image/ab67616d0000b273de3801c862dc31884a8cb4d0,False
9,Masked Heroes,Masked Heroes,211252,Vexento,False,2014-12-05,https://i.scdn.co/image/ab67616d0000b273c8dae32c895b4027e0d2babd,False
10,Lost In You,Lost In You,134736,Masked XiVi,False,2024-01-26,https://i.scdn.co/image/ab67616d0000b273b215632da5ace2aaa04f6bb2,True
