,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,John Henry Split My Heart,Magnolia Electric Co. (Deluxe Edition),369666,Songs: Ohia,False,2003-03-04,https://i.scdn.co/image/ab67616d0000b27389b54a2385458cbe68bc35c6,False
1,John Henry - Live From Jills Veranda / 2015,"Livemusiken från Jills Veranda, Nashville (Säsong 2 / Live From Jills Veranda / 2015)",278240,Hogslop String Band Jerry Williams Jills Veranda,False,2015-12-03,https://i.scdn.co/image/ab67616d0000b27381f27686d0f8553b187a57c1,False
2,John Henry - Live From Jills Veranda / 2015,"Livemusiken från Jills Veranda, Nashville (Säsong 2)",278240,Hogslop String Band Jerry Williams Jills Veranda,False,2015-12-18,https://i.scdn.co/image/ab67616d0000b273a93f60668b3333b124ed2aba,False
3,Indian War Whoop,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",90426,John Hartford,False,2000-12-05,https://i.scdn.co/image/ab67616d0000b273a7e90e0f6a18e36a594d39c2,False
4,John Henry,Caamp,196028,Caamp Jesse Henry,False,2016-03-08,https://i.scdn.co/image/ab67616d0000b2738608dc683afa87c79ca4446f,False
5,Angels Should Sing,This Is All the Snow You Get,151946,John Henry,False,2023-12-13,https://i.scdn.co/image/ab67616d0000b2736c2c9ce829d7c6c44cdb1bf8,False
6,John Henry,We Shall Overcome: The Seeger Sessions (American Land Edition),303573,Bruce Springsteen,False,2006-01-01,https://i.scdn.co/image/ab67616d0000b273c8f9434375ea01571d149eb2,False
7,Oklahoma,Oklahoma,240706,John Henry,False,2024-01-18,https://i.scdn.co/image/ab67616d0000b27388a7d2c509b005fea378235a,False
8,Save You,Save You,146776,John Heart,False,2023-10-13,https://i.scdn.co/image/ab67616d0000b2739ec26080a5d062aa8a6cc661,False
10,Changes,Changes,135000,John Heart,False,2023-06-02,https://i.scdn.co/image/ab67616d0000b2739b2bb1a4c5dd0b0d95818e2f,True
