,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Black Ops,FOR THE TRAP VOLUME 2,152183,Double 0,True,2023-08-27,https://i.scdn.co/image/ab67616d0000b27363a64c79fe1f6be2c184caad,False
1,Wicked,FOR THE TRAP,155028,Double 0,True,2023-03-23,https://i.scdn.co/image/ab67616d0000b27330a46581ea6941d279f91bf9,False
2,Percstar,FOR THE TRAP VOLUME 2,119907,Double 0,True,2023-08-27,https://i.scdn.co/image/ab67616d0000b27363a64c79fe1f6be2c184caad,False
3,Thoughts,FOR THE TRAP,135105,Double 0,True,2023-03-23,https://i.scdn.co/image/ab67616d0000b27330a46581ea6941d279f91bf9,False
4,Vacances,Jules et Jim (Original Cinema Soundtrack),168373,Georges Delerue,False,1961-01-01,https://i.scdn.co/image/ab67616d0000b2735849f47b6bc69c6c5024d7be,False
5,Vacances 98,Vacances 98,280812,Lucien Kimono,False,2018-06-08,https://i.scdn.co/image/ab67616d0000b273b434633d4bd7efc2951a8161,False
6,Vacances,Vacances,175786,Daggy,False,2021-08-24,https://i.scdn.co/image/ab67616d0000b2732d6bd5617b9fca9d7e6d5639,False
7,Vacances j'oublie tout,Best of années 80,235280,Tubes français 80,False,2018-04-12,https://i.scdn.co/image/ab67616d0000b2737cfb9cfa047a792be7308fbb,False
8,Vacances,Vacances,166248,Elio C. MSKO,True,2023-09-04,https://i.scdn.co/image/ab67616d0000b273b4503c0b0fa97e4082ef5397,False
9,"Vacances, week-ends et jours fériés","Vacances, week-ends et jours fériés",249062,Nicobox,False,2023-06-02,https://i.scdn.co/image/ab67616d0000b27365b88fea6e4ee36f5a5954f0,False
10,Vacances,Vacances,173000,Duplé,False,2023-06-16,https://i.scdn.co/image/ab67616d0000b2735ba1700a50c30e12ae065ed0,True
