,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,jeep,jeep,109458,Zonyo,False,2023-12-17,https://i.scdn.co/image/ab67616d0000b273b98beb11ede6288c791aca15,False
1,Nascar,Attraction,119040,Zanko Zanotti,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b273469ef2cd44c6aff0a6a91999,False
2,Zanaio,Delighted And Dance Moves 23,60055,Romeo Senza Giulietta,False,2022-11-29,https://i.scdn.co/image/ab67616d0000b273c20189f319e20faf24c5f041,False
3,Pop Out,Attraction,127031,Zanko Zanotti,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b273469ef2cd44c6aff0a6a91999,False
4,Break the Bank,Attraction,135120,Zanko Zanotti,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b273469ef2cd44c6aff0a6a91999,False
5,Enterthemoon,Attraction,55968,Zanko Zanotti,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b273469ef2cd44c6aff0a6a91999,False
6,Hope,Hope,213857,Zaynoon,False,2019-04-11,https://i.scdn.co/image/ab67616d0000b27359b6660638b82f13de616a98,False
7,Zanobi,The Universe,159375,Catiso,False,2020-03-13,https://i.scdn.co/image/ab67616d0000b273f95e0f2321eb3f4eff36db58,False
8,Break Through,Break Through,182272,Zanoii,False,2019-11-22,https://i.scdn.co/image/ab67616d0000b27331bc8834bd9eeff4dbd24ab1,False
9,The Weekend,The Weekend,150491,Zanoii,False,2024-01-05,https://i.scdn.co/image/ab67616d0000b2736b8b4ee55b9b0c6ed99b8eb8,False
10,I Just Can’t Put the Work In,I Just Can’t Put the Work In,125280,Zanoii,False,2022-04-01,https://i.scdn.co/image/ab67616d0000b273fe3436812fc561053269a0d7,True
