,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Wave - Speed Up,Wave (Speed Up),95329,Bidü,False,2023-12-26,https://i.scdn.co/image/ab67616d0000b273bd2e1f3c354da04e58d4397a,False
1,"Sun, Moon, Stars","Sun, Moon, Stars",275613,Ane Brun Siv Jakobsen,False,2022-11-17,https://i.scdn.co/image/ab67616d0000b273841c07271dc3584bb93a468a,False
2,Öppet,Öppet,218823,Johanan,False,2019-06-07,https://i.scdn.co/image/ab67616d0000b273d9987b2d1120e7fd8b2a2aba,False
3,De Luce et Umbra,Orphée,148600,Jóhann Jóhannsson The Dirac Quartet,False,2016-09-16,https://i.scdn.co/image/ab67616d0000b2738988ae051bcdcab293a76f3d,False
4,"Crystal Waves (From ""Wave Break"")","Crystal Waves (From ""Wave Break"")",280000,Kalax,False,2021-02-26,https://i.scdn.co/image/ab67616d0000b2730951d4baf7c42408d9603782,False
5,Waves [feat. Chris Brown & T.I.] - Robin Schulz Remix,Waves [feat. Chris Brown & T.I.] (Robin Schulz Remix),190846,Chris Brown Mr. Probz T.I.,False,2014-11-13,https://i.scdn.co/image/ab67616d0000b2736b1e6c3de39b48225ad5ac95,False
6,Sunset Memories,Sunset Memories,152920,Sum Wave,False,2023-02-17,https://i.scdn.co/image/ab67616d0000b273c7bddc47f420faca3699fac1,False
7,Watch Me Fly,Summer Nostalgic,143700,Boy At The Beach Johannes Jungleson,False,2023-11-03,https://i.scdn.co/image/ab67616d0000b273768cff6edf6a836fe459f656,False
8,Jóhannsson: Suite from The Theory of Everything - I. A Model of the Universe,Elegy for Lost Time,90053,Daníel Bjarnason Iceland Symphony Orchestra Jóhann Jóhannsson,False,2023-07-14,https://i.scdn.co/image/ab67616d0000b27305a9a815be46ad9a89a30151,False
9,Take You Home,Take You Home,135186,Sunmoon wavecrvsh,False,2023-03-10,https://i.scdn.co/image/ab67616d0000b273e27aa20c8617368d14bcfd6c,False
10,Over You,Over You,158979,Johanson Sunmoon wavecrvsh,False,2023-07-07,https://i.scdn.co/image/ab67616d0000b27338e047ea6094472cd151d206,True
