,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Want You Back,Something To Tell You,232120,HAIM,False,2017-07-07,https://i.scdn.co/image/ab67616d0000b2733d1d41392095659415fcc71c,False
1,I Want You Back - Live/2011,Speak Now World Tour Live,83253,Taylor Swift,False,2010-10-25,https://i.scdn.co/image/ab67616d0000b273be4ec62353ee75fa11f6d6f7,False
2,My Groove,Lost Files,229929,Killa Kel Nino,True,2021-07-22,https://i.scdn.co/image/ab67616d0000b2733eb182563d913cc48b612c21,False
3,She a Freak,Lost Files,195657,Goodz Killa Kel,True,2021-07-22,https://i.scdn.co/image/ab67616d0000b2733eb182563d913cc48b612c21,False
4,Made a Play,Dreams to Reality,212073,Killa Kel,True,2021-06-30,https://i.scdn.co/image/ab67616d0000b273362d10443263c769d0ee4e5d,False
5,I WANT YOU,I WANT YOU,134406,Lonelium SLXEPING TOKYO,True,2023-03-03,https://i.scdn.co/image/ab67616d0000b273ec18051db1e75aab6449dbc8,False
6,Want You Back - Acoustic,Want You Back (Acoustic),179066,Grey LÉON,False,2019-02-08,https://i.scdn.co/image/ab67616d0000b273355d2c6c585f0324d4d3aad8,False
7,I Want You Back - Shaparder & LRX Remix,Remix The Classics (Vol.1),299582,Shaparder and LRX The Jackson 5,False,2015-11-20,https://i.scdn.co/image/ab67616d0000b2739a15e4131c744a7a169a2ff6,False
8,Breakeven,Breakeven,154666,Mike Kelly,False,2022-09-16,https://i.scdn.co/image/ab67616d0000b273062fe9eb6dbf34021a2eab8c,False
9,You Just Love You,Follow You,155028,Killyang Mike Kelly,False,2023-07-14,https://i.scdn.co/image/ab67616d0000b27396a84bfa5407ba3e7b08ac0d,False
10,I Want You Back,I Want You Back,198857,Killyang Mike Kelly,False,2022-04-22,https://i.scdn.co/image/ab67616d0000b2734125d2e8056a1c8bc55bb3ab,True
