,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,'O sarracino,Carosonamente,196848,Peppe Servillo & Solis String Quartet,False,2022-06-24,https://i.scdn.co/image/ab67616d0000b273f169fb25cd366429d07af2fc,False
1,Saro' Sarai,Reality And Fantasy (Special Edition),316506,Raphael Gualazzi,False,2011-10-18,https://i.scdn.co/image/ab67616d0000b273e0d19132fecff3a18e1a2a0a,False
2,M'Ama Non M'Ama,Sarò Musica,264373,Giuseppe Caruso,False,2008-10-29,https://i.scdn.co/image/ab67616d0000b273acc093da92062c32692f9266,False
3,"Semiramide, Duetto I: 5. Oh, come da quel dì",Melodie esposte in forma di duetto concertante per due clarinetti sulla Semiramide di Gioachino Rossini,211621,Benedetto Carulli Corrado Giuffredi Gioachino Rossini Simone Nicoletta,False,2023-02-15,https://i.scdn.co/image/ab67616d0000b273f6d1aa526c619e88cb0ef815,False
4,Concetta - Live at Alma D'Arte,Concetta (Live at Alma D'Arte),377000,Corrado Ciervo,False,2021-04-12,https://i.scdn.co/image/ab67616d0000b2735987a4b214c440e3d782979e,False
5,La chiave dell'amore,La chiave dell'amore,248126,Sharon Caroccia,False,2024-01-03,https://i.scdn.co/image/ab67616d0000b2732badaa0cee54b65b56dd54c0,False
6,Sarà,Sarà,259668,Corrado,False,2022-06-20,https://i.scdn.co/image/ab67616d0000b273b438d7deed57df21183fb700,False
7,Turn The Boogie - Radio Edit,Turn The Boogie,196313,Corrado Alunni,False,2024-01-26,https://i.scdn.co/image/ab67616d0000b273da6f88d13e4f6d26b2032f51,False
8,Cardo,RaCardo,151343,Cari,True,2023-05-11,https://i.scdn.co/image/ab67616d0000b273442bf77a856bea191e50b3cb,False
9,Life - Corrado Cori Remix,Life (Remixes),470598,Carlo Cavalli RICH MORE Roberta Bombelli,False,2012-01-01,https://i.scdn.co/image/ab67616d0000b273c61b8565f28619eb37d0e0c2,False
10,Mixed Signals,Mixed Signals,220000,Sarrdo Carocci,False,2023-04-28,https://i.scdn.co/image/ab67616d0000b273f7aff59f49a3e62c6e5e1ac2,True
