,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Kajarva Balam,Kajarva Balam,278569,Dhananjay Dhadkan,False,2023-12-14,https://i.scdn.co/image/ab67616d0000b273b9757dda33522c2cd420555e,False
1,Kajarawa Bain Karaibu Ka,Kajarawa Bain Karaibu Ka,219692,Ashish Verma Ranjan Dubey,False,2022-06-13,https://i.scdn.co/image/ab67616d0000b273e2d03bf68aae78f57c2822a2,False
2,Kajala Upar Bindi,Kajala Upar Bindi,321155,Manish Mastana,False,2023-03-27,https://i.scdn.co/image/ab67616d0000b2733a947ab00fefeec83c25f87f,False
3,Kajarawa,Kajarawa,246410,Shilpi Raj Vijay Chauhan,False,2021-07-20,https://i.scdn.co/image/ab67616d0000b2733670dbe2d9a5262be3ed6d7d,False
4,Kajarawa Kake Kajal,Kajarawa Kake Kajal,219742,Monu Albela Shilpi Raj,False,2023-07-02,https://i.scdn.co/image/ab67616d0000b2737dc0ce336e22d447dc97cd16,False
5,Jagawa Jani Khodi Ke,Jagawa Jani Khodi Ke,184620,Kajal Raj Mahi Sharma,False,2023-09-12,https://i.scdn.co/image/ab67616d0000b273cd3b02d24cebd491c1c96807,False
6,Kajawa Benn,Memorable Songs 9,293999,Mazhar Khaleghi,False,2008-06-10,https://i.scdn.co/image/ab67616d0000b273794af3e12db1b39bbe55b997,False
7,Kajala,Kajala,235023,Mista Champagne,False,2023-03-18,https://i.scdn.co/image/ab67616d0000b2734756c868e646bbaa2284c031,False
8,В зеркалах свободных рек,Метель,252128,Kalevala,False,2017-10-04,https://i.scdn.co/image/ab67616d0000b273f9518990d251fcbd4ee47d06,False
9,Amelioration,Amelioration,190714,Kajavela,False,2022-03-16,https://i.scdn.co/image/ab67616d0000b2733cc716677b2cd5b97ab17e04,False
10,Spring,Spring,154703,Kajavela,False,2022-12-02,https://i.scdn.co/image/ab67616d0000b2739a1c32cc645a0aff098eeb74,True
