,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Lisoy Losoy,Lisoy Losoy,382485,Gangadhar Bindhani Porayni,False,2023-06-16,https://i.scdn.co/image/ab67616d0000b27372b086c0b172a936c2660398,False
1,Broken Pieces,Design Her,208065,Lylo Malone,True,2022-05-12,https://i.scdn.co/image/ab67616d0000b27383525d77b2519eaa959f1e00,False
2,arrechera,Bulla,157714,Lyéo,True,2024-01-19,https://i.scdn.co/image/ab67616d0000b2736913952c1c195810229033fc,False
3,Líos,Líos,124642,SAGA HFK,True,2021-06-18,https://i.scdn.co/image/ab67616d0000b2736e99db2d6b2f4f8df8a028a2,False
4,Late Night,Feel Me First,209528,Lylo Malone,True,2023-06-01,https://i.scdn.co/image/ab67616d0000b27306d75e2750bc22da61c3ebfc,False
5,L0Y$V!LL3,RAC32FAM3,198103,JA$3G3TDAMON3Y,True,2023-07-01,https://i.scdn.co/image/ab67616d0000b273ced640f3159e7d72d4bd0e02,False
6,Raison,2L2M,185705,LYLO,False,2023-07-19,https://i.scdn.co/image/ab67616d0000b273eb726bcacb4585ab0f322917,False
7,"""Líos"" (Instrumental Version)",Soliloquio (Instrumental Versions),96028,PAVEL Soul Afro,False,2023-02-20,https://i.scdn.co/image/ab67616d0000b2734dce17889b327355b2ea088f,False
8,Dans ma tête,Chrysalide,215578,Lyloow,False,2023-04-26,https://i.scdn.co/image/ab67616d0000b27381e57cac62bccdbb4e5a7c92,False
9,Lyo,Nature Meditation VII,109741,Josef Homola,False,2021-07-16,https://i.scdn.co/image/ab67616d0000b273d7143475140b15dc1904f298,False
10,Billy,Billy,139670,Lylos,False,2023-04-21,https://i.scdn.co/image/ab67616d0000b2738f87d13094c7956dd6794b3e,True
