,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Unspoken Prudence,Fierce Love,131506,Hikari Ruiz,False,2023-11-30,https://i.scdn.co/image/ab67616d0000b2734637ce1df44327ee12ca3b7e,False
1,Subtle Wisdom,Fierce Love,139130,Hikari Ruiz,False,2023-11-30,https://i.scdn.co/image/ab67616d0000b2734637ce1df44327ee12ca3b7e,False
2,Himawari,Himawari,259586,Ado,False,2023-07-11,https://i.scdn.co/image/ab67616d0000b273fbc9c66916b491d9e3b27c74,False
3,Himari,Himari,128470,Neko Kedi,False,2023-08-11,https://i.scdn.co/image/ab67616d0000b273cae847a7cb2dfa379aca1220,False
4,Star Within A Star,Star Within A Star,191814,Himari Aoki,False,2022-12-23,https://i.scdn.co/image/ab67616d0000b273ef5c04194001f9787d292a1a,False
5,Numberless,Numberless,166180,Himari Aoki,False,2022-05-27,https://i.scdn.co/image/ab67616d0000b27323bf878a19e89f9879415f0b,False
6,Gekkō,Gekkō,182267,Himari Aoki,False,2022-03-18,https://i.scdn.co/image/ab67616d0000b273b54d12c84d3e80db525757d4,False
7,Fourth Great Year,Fourth Great Year,145819,Himari Aoki,False,2022-10-28,https://i.scdn.co/image/ab67616d0000b27302d41883d33632ec5c3ed684,False
8,Shiroi nami,Shiroi nami,182267,Himari Aoki,False,2022-01-14,https://i.scdn.co/image/ab67616d0000b273643113950cb63d4769be10c9,False
10,Shizaru,Shizaru,142623,Himari Aoki,False,2022-11-25,https://i.scdn.co/image/ab67616d0000b2738d283236c09d344346c14f00,True
