,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,"lose, control",silence of the dead,142706,wakeupnv,True,2023-11-17,https://i.scdn.co/image/ab67616d0000b27371aa4852d2c35b437993116b,False
1,Lose Control (Dj Chus Iberican Remix),Back On Tracks,431213,Deka & Dave Rose,False,2010-03-01,https://i.scdn.co/image/ab67616d0000b273e21041eccc5a3ad01ddcb771,False
2,Lose Control,Tendencies,270810,Exo Gringo the MC,True,2018-05-26,https://i.scdn.co/image/ab67616d0000b2738212435bd248eb8c96d373d7,False
3,Lose Control,Awo,203929,ALLAN TONIKS,False,2022-07-03,https://i.scdn.co/image/ab67616d0000b273a17fc437f3cc0dec5cc066b9,False
4,Lose Control,Lose Control,123766,rlnex,True,2023-12-22,https://i.scdn.co/image/ab67616d0000b273194c377bc6ea8895f23ca548,False
5,Lose Control - Original Mix,Lose Control (Original Mix),287543,OLEN,False,2022-10-14,https://i.scdn.co/image/ab67616d0000b2730de6ebd1b2602fd8cde14cd1,False
6,Lose Control - Instrumental,Top 20 Hits March 2020 (Instrumental),162786,Piano Dreamers,False,2020-04-03,https://i.scdn.co/image/ab67616d0000b273e2eef01f969eb25f312e676e,False
7,Lose Control,Trap-Ish,181714,Ratigan SMiTHMUSiX,False,2019-01-08,https://i.scdn.co/image/ab67616d0000b27344e8c08fbfc855137a8fc0a9,False
8,Lose Control - Instrumental,Top 20 Hits December 2023 (Instrumental),184500,Piano Dreamers,False,2023-12-29,https://i.scdn.co/image/ab67616d0000b273fa6a5a40a482074c2b2a7154,False
10,Lose Control,Lose Control,158000,Ola Martin Tanya Ela,False,2024-01-19,https://i.scdn.co/image/ab67616d0000b2739caf465dab51c71eb5024e54,True
