,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Zanii,Sgijapreneur II,360097,Djy Zan SA Don Deeya W4DE Welz,False,2023-12-29,https://i.scdn.co/image/ab67616d0000b273c1469a34ee200a097fb0d576,False
1,Break the Bank,Attraction,135120,Zanko Zanotti,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b273469ef2cd44c6aff0a6a91999,False
2,Hope,Hope,213857,Zaynoon,False,2019-04-11,https://i.scdn.co/image/ab67616d0000b27359b6660638b82f13de616a98,False
3,Let Me Go,Let Me Go,121846,Thea Fagerhaug Zanoii,False,2022-03-18,https://i.scdn.co/image/ab67616d0000b273b6d8df93ee0884a9fa0b1718,False
4,Zanobi,The Universe,159375,Catiso,False,2020-03-13,https://i.scdn.co/image/ab67616d0000b273f95e0f2321eb3f4eff36db58,False
5,Won't Get This Back,Won't Get This Back,193170,Zanoii,False,2022-08-05,https://i.scdn.co/image/ab67616d0000b27389a618bb3f21b72e742837d0,False
6,Lose My Mind,Lose My Mind,203333,Zanoii,False,2023-02-03,https://i.scdn.co/image/ab67616d0000b2737b56f74386794805ba4f3283,False
7,Low Without You,Low Without You,141904,Zanoii,False,2023-11-24,https://i.scdn.co/image/ab67616d0000b273b6c0671fcc7493170750b6a9,False
8,All About You,All About You,129677,Zanoii,False,2023-08-04,https://i.scdn.co/image/ab67616d0000b273f048f6078fc342cd1a8b7812,False
10,Miss You,Miss You,120975,Zanoii,False,2022-08-26,https://i.scdn.co/image/ab67616d0000b273157f2f836aea4b140953ff2b,True
