,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Chasing Stars,Gaze,142653,Moux,False,2017-01-06,https://i.scdn.co/image/ab67616d0000b273058287c3f01927a39f3e5ee0,False
1,Chasing Stars,Chasing Stars,140250,Misstified,False,2023-09-14,https://i.scdn.co/image/ab67616d0000b273570f7385393eac9412a19490,False
2,Chasing Shadows,Chasing Shadows,164027,Alex Warren,False,2022-12-02,https://i.scdn.co/image/ab67616d0000b27381049ec7b03b83de74243c1f,False
3,Chasing Stars (Sin Temor) [feat. Drean],Chasing Stars (Sin Temor) [feat. Drean],142666,Drean Odium,False,2022-11-18,https://i.scdn.co/image/ab67616d0000b2734d735ec32782153d9f80db87,False
4,Chasing Stars (feat. James Bay) [Stripped],Chasing Stars (Stripped),164927,Alesso James Bay Marshmello,False,2021-10-22,https://i.scdn.co/image/ab67616d0000b273933b3a7b2756018ce010a367,False
5,Chasing Stars - Radio Edit,Chasing Stars,160000,DROPiXX Stupid Whizkid,False,2020-10-16,https://i.scdn.co/image/ab67616d0000b27381921b46f733320e7fc55d5f,False
6,Chasing Stars,Chasing Stars,123817,COLIN,False,2022-08-05,https://i.scdn.co/image/ab67616d0000b273bed8784a9da0371fd0b392f9,False
7,Chasing Stars,Chasing Stars,193732,Oberg,False,2020-05-08,https://i.scdn.co/image/ab67616d0000b2730051070a57f734af4a4d6f28,False
8,Chasing Stars,Chasing Stars,191454,Matteo Bocelli,False,2023-07-28,https://i.scdn.co/image/ab67616d0000b273baeb630e8ba764c926cabaa6,False
9,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),170457,Alesso James Bay Marshmello,False,2021-08-20,https://i.scdn.co/image/ab67616d0000b2739489ebf0074a28c554637780,False
10,Chasing Stars,Chasing Stars,145624,Acko CHXBB,False,2023-11-24,https://i.scdn.co/image/ab67616d0000b2730d05ca6be5ef1435bcfd38ff,True
