,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Experience the Cafe Environment,Busy Cafe Background Noise,144000,Lost & Sound,False,2020-05-14,https://i.scdn.co/image/ab67616d0000b2739c6c38ad1ec22d6a5e2bcf7b,False
1,Background Bar Music Pt. 3,Cafe Sounds,40000,Cafe Sounds City Cafe Sounds Panda Sounds,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273935548ab1644d2d496cf42d2,False
2,Bar Crowd Noise Sound Pt. 9,Cafe Sounds,40000,Cafe Sounds City Cafe Sounds Panda Sounds,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273935548ab1644d2d496cf42d2,False
3,Cafe Sounds,Busy Cafe Background Noise,144000,Lost & Sound,False,2020-05-14,https://i.scdn.co/image/ab67616d0000b2739c6c38ad1ec22d6a5e2bcf7b,False
4,Immersive Cafe Experience,Busy Cafe Background Noise,142000,Lost & Sound,False,2020-05-14,https://i.scdn.co/image/ab67616d0000b2739c6c38ad1ec22d6a5e2bcf7b,False
5,Bar Noise Sleep Sound Pt. 12,Cafe Sounds,40000,Cafe Sounds City Cafe Sounds Panda Sounds,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273935548ab1644d2d496cf42d2,False
6,Bar Background Noise Without Music Pt. 8,Cafe Sounds,40000,Cafe Sounds City Cafe Sounds Panda Sounds,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273935548ab1644d2d496cf42d2,False
7,Bar Background Noise No Music Pt. 7,Cafe Sounds,40000,Cafe Sounds City Cafe Sounds Panda Sounds,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273935548ab1644d2d496cf42d2,False
8,Background Bar Noise Pt. 4,Cafe Sounds,40000,Cafe Sounds City Cafe Sounds Panda Sounds,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273935548ab1644d2d496cf42d2,False
10,Bar Noises,Bar Noises,175000,Paia Cafe,False,2023-10-20,https://i.scdn.co/image/ab67616d0000b2739eae7085f2b33d2ce0017097,True
