,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,JONAS STUDSTILL,"ASYLUM, VOL. I",179775,INTERNATIONAL MATADOR,True,2023-12-02,https://i.scdn.co/image/ab67616d0000b27325293d87a544153fa2b56491,False
1,The Rising of the Shield Hero,TVアニメ「盾の勇者の成り上がり」オリジナル・サウンドトラック “Dusk”,268866,Kevin Penkin,False,2019-03-27,https://i.scdn.co/image/ab67616d0000b27378d28d558e04d8028acda042,False
2,Rising Spirit - Deathroar Remix,Sing Me To Sleep EP,151558,Death By Design Deathroar Dr. Peacock,True,2023-05-26,https://i.scdn.co/image/ab67616d0000b2736cb7e5b7070f0567871dadcc,False
3,The Rising Tide,Battle Born,257266,The Killers,False,2012-09-17,https://i.scdn.co/image/ab67616d0000b273f555f994cd61c8d017f53a27,False
4,Rising Tide,Above the Sky,328973,Majestica,False,2019-06-07,https://i.scdn.co/image/ab67616d0000b273c097a06bab3b8045b498e28c,False
5,Rising Tide,Rising Tide,283120,Ronnie Atkins,False,2022-01-06,https://i.scdn.co/image/ab67616d0000b273c82af3f230ac94aabfa3b663,False
6,Rising Tide,Make It Count,283120,Ronnie Atkins,False,2022-03-18,https://i.scdn.co/image/ab67616d0000b273891e60d08153bd05db870222,False
7,Rising Tides - Original Mix,Waves,384489,Ouhana Urem,False,2021-03-25,https://i.scdn.co/image/ab67616d0000b2737cf4742b1b598a083a18b316,False
8,Rising Tides,Rising Tides,180799,Mvnday,False,2023-06-30,https://i.scdn.co/image/ab67616d0000b273e3987c2bb42035da359aa5a5,False
10,Rising Tide,Rising Tide,451013,Jonas Schilling,False,2022-10-20,https://i.scdn.co/image/ab67616d0000b2735f5a556b569aac76cfe662ea,True
