,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Wake Me Up,Wake Me Up,129817,Anya Nami,False,2023-12-01,https://i.scdn.co/image/ab67616d0000b273a64354cca86bce5cd46bd482,False
1,A Place In The Sun,Jake & Friends,256466,Jack Johnson Jake Shimabukuro Paula Fuga,False,2021-11-12,https://i.scdn.co/image/ab67616d0000b2733e90d5626d80e1169f0c32e9,False
2,Wake me up - Piano Version,Piano Covers Part I,261273,Figgy Malone,False,2022-11-04,https://i.scdn.co/image/ab67616d0000b273601e8e67682102f61f0e195a,False
3,Come Wake Me Up,A Woman Can Change Her Mind,267786,Jill Johnson Rascal Flatts,False,2012-01-01,https://i.scdn.co/image/ab67616d0000b27342af3e0f40eb668dc77a4ce6,False
4,WAKE ME UP HARDSTYLE SPED UP,WAKE ME UP HARDSTYLE SPED UP,232941,SICK LEGEND,False,2023-03-06,https://i.scdn.co/image/ab67616d0000b27378be1b2dc0e7363a05360171,False
5,Too Much Music,Last Man Dancing,278426,Jake Shears,False,2023-06-02,https://i.scdn.co/image/ab67616d0000b2739a46c08dbbb20dee5a679121,False
6,SOFTLY,SOFTLY,160629,Jake Shore,False,2023-08-11,https://i.scdn.co/image/ab67616d0000b2739b9c88be7f67eaf118577c53,False
7,Wake Me Up,Wake Me Up,136273,JUSTN X Maxim Schunk Sherwee,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273e89baaebf425804d8d1e99be,False
8,Makes Me Stronger,Makes Me Stronger,181293,Jake Shepherd,False,2024-01-15,https://i.scdn.co/image/ab67616d0000b273a0e1bc2c5f112555944b201a,False
10,Come Wake Me Up,Come Wake Me Up,177884,Jake Shepherd,False,2023-03-17,https://i.scdn.co/image/ab67616d0000b273af11429f4e6a3a9feb00251b,True
