,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,young color,月面着陸,247707,Paper moon Endroll,False,2020-12-09,https://i.scdn.co/image/ab67616d0000b27361cb0d26b0b02900dc435fdd,False
1,Young Cobain,For Your Love 3,144927,Anticønbeatz Hippie Boo,True,2023-01-13,https://i.scdn.co/image/ab67616d0000b273c471cb1db8ad1d6051dc01b3,False
2,Young Country,Trap City 3,76800,Prophecy Villain Jay,False,2023-06-17,https://i.scdn.co/image/ab67616d0000b27398d1a33342ac4374a9a3e21f,False
3,Damn Right,Got Ya,333455,Young Community,False,2019-12-06,https://i.scdn.co/image/ab67616d0000b273d909e9298d9ec30a75ca71f0,False
4,Zero One,Ellipse / Zero One,275250,Young Community,False,2022-11-18,https://i.scdn.co/image/ab67616d0000b273c82cf125d1db7f56fdacb1bf,False
5,Got Ya,Got Ya,366691,Young Community,False,2019-12-06,https://i.scdn.co/image/ab67616d0000b273d909e9298d9ec30a75ca71f0,False
6,Ellipse,Ellipse / Zero One,217116,Young Community,False,2022-11-18,https://i.scdn.co/image/ab67616d0000b273c82cf125d1db7f56fdacb1bf,False
7,Grapefruit,Grapefruit,243250,Young Community,False,2023-06-23,https://i.scdn.co/image/ab67616d0000b273230b4cc7343ff343c05a2e1f,False
8,"DJ, What track is this","DJ, What track is this",165969,Young Community,False,2022-07-29,https://i.scdn.co/image/ab67616d0000b2731cd11e4df43feeb37ec96e32,False
9,No Trip,Pinkland,243991,Young Community,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273a150af8a1bd7c165b5e9cb48,False
10,Planet Erf,Pinkland,342538,Young Community,False,2022-04-08,https://i.scdn.co/image/ab67616d0000b273a150af8a1bd7c165b5e9cb48,True
