,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Dancing Shoes and Feathered Hats,Back to the simphony,111293,Ethan Foster,False,2023-05-31,https://i.scdn.co/image/ab67616d0000b2739623a004aef0bd23c46201f3,False
1,Bauhaus Sonata,Aetheric Journeys,141342,Ethan Foster,False,2023-06-13,https://i.scdn.co/image/ab67616d0000b27339c587dcc92ba49e546184d0,False
2,NYC,YOU'RE NOT GOING TO WAR,217466,Ethan Sunderland,False,2023-09-29,https://i.scdn.co/image/ab67616d0000b273e986b6ed2597a2802182ed98,False
3,Present,Got Him!,106320,Ethan Tasch,False,2023-07-28,https://i.scdn.co/image/ab67616d0000b273508fc1c8fb446ade2d831f66,False
4,Stars,All That Is Now,250000,Ethan Watts,False,2023-12-31,https://i.scdn.co/image/ab67616d0000b27328f213d4e1c4320b32192658,False
5,Shell,Shell,140145,Ethan Tasch,False,2023-07-26,https://i.scdn.co/image/ab67616d0000b2736f20714a49933e10bd81c23c,False
6,Shell,Got Him!,140145,Ethan Tasch,False,2023-07-28,https://i.scdn.co/image/ab67616d0000b273508fc1c8fb446ade2d831f66,False
7,THINKING ABOUT YOU - STUTTER,THINKING ABOUT YOU (STUTTER),67874,STUTTER TECHNO dreamy,False,2023-10-13,https://i.scdn.co/image/ab67616d0000b273f61daf9c701c9ea22d26e488,False
8,Thinking About You,From the Vault,207175,Logan Mize,False,2019-05-17,https://i.scdn.co/image/ab67616d0000b273f72d42f6e2a3ef3f494a2fdb,False
10,Thinking About You,Thinking About You,160359,Ethan Sturock,False,2023-03-03,https://i.scdn.co/image/ab67616d0000b273b85b2af692794ed52bd0e6d8,True
