,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,THE ANTHEM,MEET ME AT THE CROSSROADS,169430,TNT Shaba,True,2022-09-21,https://i.scdn.co/image/ab67616d0000b27334837ad4112009ac8acc03db,False
1,Midnight,NEVER GIVE UP,128673,DARA PROJECT,False,2023-12-28,https://i.scdn.co/image/ab67616d0000b2734cda698c0b3e1d2241131291,False
2,Midnight Daydream,Jameson Rodgers EP,189014,Jameson Rodgers,False,2016-06-03,https://i.scdn.co/image/ab67616d0000b273ad1f19906c55e70980014a49,False
3,Midnight Drive,Midnight Drive,128666,Nebula on the beat,False,2023-02-16,https://i.scdn.co/image/ab67616d0000b273257317fe5e0a9de351f1dbd4,False
4,KNIGHT,KNIGHT,122033,SHADXWBXRN,True,2022-02-11,https://i.scdn.co/image/ab67616d0000b2736c11b64b2502e582a725f2c7,False
5,MIDNIGHT SPEED LIMIT,MIDNIGHT SPEED LIMIT,110000,SXULCVTCHER,True,2022-08-19,https://i.scdn.co/image/ab67616d0000b273e30f449fdd3fcf2bdc471c99,False
6,Midnight Sun,Midnight Sun,135214,MLTSMTHNG,False,2023-09-08,https://i.scdn.co/image/ab67616d0000b2736e1dd6b0750e598ca1281ee6,False
7,midnight city - slowed + reverb,midnight city - slowed + reverb,267847,slō twilight,False,2023-05-17,https://i.scdn.co/image/ab67616d0000b273eb77c8a309a1fcdd119c290f,False
8,Midnight Drink,Midnight Drinks,165818,Loyae xander.,False,2023-11-22,https://i.scdn.co/image/ab67616d0000b273d01febf257af665ea43a28bc,False
10,Midnight Drink,Midnight Drink,169241,Nth Shade,False,2023-10-27,https://i.scdn.co/image/ab67616d0000b273fee64592ff7e4cf1d8b6e4ad,True
