,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Can't Deny It Flow,Lost Flows,332591,Lucky Luciano,True,2006-09-19,https://i.scdn.co/image/ab67616d0000b273bdb76fac20edded2f7ae5c21,False
1,Can't Deny Me,Can't Deny Me,163920,Pearl Jam,False,2018-03-13,https://i.scdn.co/image/ab67616d0000b273b6f6a07ffaf447638908758c,False
2,Can't Deny,Can't Deny,204424,POLO,False,2020-06-22,https://i.scdn.co/image/ab67616d0000b2734ce929320611e19897052c3c,False
3,Can't Deny It,2BFR7,114410,Armanie,True,2023-08-18,https://i.scdn.co/image/ab67616d0000b2737bb051614d142f95f8b77292,False
4,Can't Deny,Everything's Theater Hustle,152346,Rawyal,False,2020-09-30,https://i.scdn.co/image/ab67616d0000b2730210817bb195861032898f2d,False
5,Can't Deny (feat. Lil Tecca),Back2Lyfe,177031,Lil Tecca Nebu Kiniza,True,2021-04-16,https://i.scdn.co/image/ab67616d0000b273ca4679d369a222e80f970e27,False
6,Can't Deny (feat. Lil Tecca),Can't Deny (feat. Lil Tecca),177031,Lil Tecca Nebu Kiniza,True,2020-03-20,https://i.scdn.co/image/ab67616d0000b273e902846fa5fdd912e64d83a2,False
7,Can´t Deny,Can't Deny,203145,City Lock Jah-Lil Treesha,False,2023-02-10,https://i.scdn.co/image/ab67616d0000b273ab29c2cffe5f45ec570a98a0,False
8,Can´t Deny,Cancel Culture Riddim,203145,City Lock Jah-Lil Treesha,False,2023-02-10,https://i.scdn.co/image/ab67616d0000b2731aede71ce30602dffa3d1587,False
10,Can't Deny,Can't Deny,170584,Rolih,False,2023-07-28,https://i.scdn.co/image/ab67616d0000b273108f1997ac8b419dc3b578bd,True
