,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Ethereal Echoes,Lofi Songs,380055,Kultural,False,2023-10-27,https://i.scdn.co/image/ab67616d0000b27397d040c162bf30eb29b2838e,False
1,Ethereally Wicked,Ethereally Wicked,124829,XIMERMJ,False,2024-01-01,https://i.scdn.co/image/ab67616d0000b2733720633e40ff46871bd2bbc4,False
2,Ethereal Japan,Golden Boy,119013,Morokiri ndls404,False,2020-03-05,https://i.scdn.co/image/ab67616d0000b2738e829499a2c83c54eed99c1b,False
3,Etherize,Meditation Ambiance,77300,Meditation product,False,2023-06-19,https://i.scdn.co/image/ab67616d0000b2738a285b918c45a525d81bb792,False
4,Ethereal Spaces Pt 2,Ethereal Spaces Pt 2,490000,myndstream,False,2023-01-01,https://i.scdn.co/image/ab67616d0000b27306bb8e59f59017793eb6d575,False
5,Not Afraid,Not Afraid,188619,GJan,False,2013-05-14,https://i.scdn.co/image/ab67616d0000b273e738a029175067380ebd57c2,False
6,Not Afraid Of The Monsters,Not Afraid Of The Monsters,144857,Shiloh & Bros,False,2023-06-23,https://i.scdn.co/image/ab67616d0000b273e3e9c4ee8a0f3e7bff1fea92,False
7,Not Afraid,Curtain Call 2,249266,Eminem,True,2022-08-05,https://i.scdn.co/image/ab67616d0000b273145454b151d01ca3305bbd60,False
8,Not Afraid,Recovery,248133,Eminem,True,2010-06-18,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,False
9,Not Afraid,Not Afraid,169428,Etheris,False,2022-08-26,https://i.scdn.co/image/ab67616d0000b273a41de7a5bf04378eede61666,False
10,Not Afraid,Not Afraid,169428,Etheris,False,2022-08-26,https://i.scdn.co/image/ab67616d0000b2730b05c8e72eacb4f8d870c43f,True
