,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Dein Lachen,Dein Lachen,196750,Christian Maier,False,2023-09-08,https://i.scdn.co/image/ab67616d0000b2730c624f801b4b716dd10c33d5,False
1,Pie Pelao,Pie Pelao,210590,Christian Meza,False,2021-04-30,https://i.scdn.co/image/ab67616d0000b273ede0c1bb64b3df3a71233782,False
2,Christmas Medley,Christmas with Boney M.,471373,Boney M.,False,2007-11-04,https://i.scdn.co/image/ab67616d0000b27330da6905883b7cc2441d7abe,False
3,Christmas Medley,The Most Beautiful Christmas Songs Of The World,436106,Boney M.,False,1989-10-30,https://i.scdn.co/image/ab67616d0000b27311336483b1697764367b7ebb,False
4,Christmas Medley,Christmas with Boney M.,471373,Boney M.,False,1984-01-01,https://i.scdn.co/image/ab67616d0000b27323a89254c44dcdf3621c4992,False
5,Psalm 51,Christian Meditation,72000,Chris Deborthy,False,2023-09-21,https://i.scdn.co/image/ab67616d0000b273af21a5683801fa1013677e88,False
6,Christmas Medley,Elf (Original Motion Picture Score),142786,John Debney,False,2003-11-04,https://i.scdn.co/image/ab67616d0000b273320da0d9e5eb7243f4c4b7d1,False
7,Psalm 27,Christian Meditation,80000,Chris Deborthy,False,2023-09-21,https://i.scdn.co/image/ab67616d0000b273af21a5683801fa1013677e88,False
8,Christmas Medley,Christmas Medley,423228,Two Steps from Hell,False,2015-11-11,https://i.scdn.co/image/ab67616d0000b27372229e71c9721e998cd19667,False
9,How Will I Know,How Will I Know,142324,Christian Meldal,False,2023-01-13,https://i.scdn.co/image/ab67616d0000b273c1c8578d82e16e9335fd1f9e,False
10,Down,Down,158825,Christian Meldal,False,2024-01-05,https://i.scdn.co/image/ab67616d0000b2734a7f02201907208d6d7ffe7b,True
