,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Genesis (Sped Up) - My Heart Will Never Fell Will Never See,Genesis (Sped Up) - My Heart Will Never Fell Will Never See,230783,Hiko,False,2023-02-02,https://i.scdn.co/image/ab67616d0000b27336127f6a2f47668a2cec9643,False
1,My Heart Will Go On (Titanic),My Heart Will Go On (Titanic),207217,Atmozfears Sound Rush,False,2023-06-09,https://i.scdn.co/image/ab67616d0000b273e7ebc5874ccf2c0a69d4faab,False
2,Boum-Boum - Radio Edit,The Platinum Collection,223960,Enigma,False,2009-01-01,https://i.scdn.co/image/ab67616d0000b2739e6f00eecd69a079407402b0,False
3,My Heart Goes Boom - Radio Version 'Reloaded',My Heart Goes Boom 'Reloaded',221693,French Affair,False,2009-07-17,https://i.scdn.co/image/ab67616d0000b2730b96c1ff6cf2f58519973b15,False
4,My Heart Goes Boom,Tangerine Dream,204573,Miss Li,False,2012-10-10,https://i.scdn.co/image/ab67616d0000b273b862a7d4808557d1a14ecbd8,False
5,Heart Wants What It Wants,Heart Wants What It Wants,182085,Bebe Rexha,False,2023-02-17,https://i.scdn.co/image/ab67616d0000b2732c36fba23e8107b9ee5d3190,False
6,My Heart Goes (La Di Da),My Heart Goes (La Di Da),124125,Amero Hallasen YKATI,False,2023-08-02,https://i.scdn.co/image/ab67616d0000b273d37b564e75654e21d7858273,False
7,My Heart Went Oops,My Heart Went Oops,128925,Tiagz,False,2020-01-29,https://i.scdn.co/image/ab67616d0000b273a0c034c6376aba4de099a6d6,False
8,My Heart,My Heart,164805,The ProDcer,False,2023-11-30,https://i.scdn.co/image/ab67616d0000b273280a521d340301b15d284055,False
10,My Heart Went Boom,My Heart Went Boom,142068,EMOCA,False,2024-01-05,https://i.scdn.co/image/ab67616d0000b2730b6366f0b069161d18b07a8f,True
