,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Oddloop,oddloop,255293,frederic,False,2014-09-24,https://i.scdn.co/image/ab67616d0000b2731bcb2a52ae8e74d9d2b7c918,False
1,WELCOME 2 MY STRIP,Blood Diamond,143693,ODUMODUBLVCK Unknown T,True,2024-01-12,https://i.scdn.co/image/ab67616d0000b2735c22c1a0f9902f6c8c47d5c9,False
2,BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale),EZIOKWU,233571,Bloody Civilian ODUMODUBLVCK Wale,True,2023-10-06,https://i.scdn.co/image/ab67616d0000b273b6213080ecfeca18ff84fd9c,False
3,Thunder Lightning - Nuage Remix,Thunder Lightning (Nuage Remix),227691,Nuage iamamiwhoami,False,2024-01-12,https://i.scdn.co/image/ab67616d0000b273ffbb8283908b315fc0898a19,False
4,Low Life in High Places,Laughing On Judgement Day,248520,Thunder,False,1992-08-24,https://i.scdn.co/image/ab67616d0000b273ebd473b8a1878bddc8833da4,False
5,Thunder - ACDC Remix,Adrenalin,441219,A.T.H. Projekt,False,2009-08-15,https://i.scdn.co/image/ab67616d0000b2736d5d5d0e8a5829935194dbd3,False
6,Thunder,Thunder,71536,MasterBTS Productions,False,2023-12-04,https://i.scdn.co/image/ab67616d0000b27392a626478ea87f239c5163e7,False
7,Thunder (Nightcore),Nightcore Gaming Music Vol. 23,113274,Nightcore Mage Syrex,False,2023-03-14,https://i.scdn.co/image/ab67616d0000b273026358e33a9597eed45b2c0f,False
8,Thunder - Live in Vegas,Imagine Dragons Live in Vegas,276972,Imagine Dragons,False,2023-07-28,https://i.scdn.co/image/ab67616d0000b273de6d776a57b267164a9f358b,False
9,"Thunder (feat. Gabry Ponte, LUM!X, Prezioso) [Sped Up Version]","Thunder (feat. Gabry Ponte, LUM!X, Prezioso) [Sped Up Version]",134543,Nightcore Sped Up Tunes,False,2023-02-10,https://i.scdn.co/image/ab67616d0000b273a20f9716f430d1087bb4e14b,False
10,Live a Lie,Live a Lie,135000,ODBLU Thunder,False,2023-06-09,https://i.scdn.co/image/ab67616d0000b2731d4ff1cb3cd87302939152a5,True
