,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Like Ima King,Up At Night,116297,Uptown J Slim,True,2022-09-10,https://i.scdn.co/image/ab67616d0000b273062519f9f8540f31d7cadc02,False
1,Up 2 No Good,Up 2 No Good,217965,Endless Mysfit-Muzik,True,2019-05-05,https://i.scdn.co/image/ab67616d0000b2731e05d5e9ae9988d08f3e84eb,False
2,Make That Move,Up At Night,170968,Uptown J Slim,True,2022-09-10,https://i.scdn.co/image/ab67616d0000b273062519f9f8540f31d7cadc02,False
3,Uptown Undertones,Uptown Undertones,113078,OTTILIE_BIRCH,False,2023-12-17,https://i.scdn.co/image/ab67616d0000b273021f14fe84e5f13dee32b26d,False
4,Uptown / Bustdown (feat. PnB Rock and Lil Durk),Hoodie SZN,177762,A Boogie Wit da Hoodie Lil Durk PnB Rock,True,2018-12-21,https://i.scdn.co/image/ab67616d0000b273a5c7151899ae5da4f4382d54,False
5,Uptown Funk,Kidz Bop 28,224133,Kidz Bop Kids,False,2015-03-24,https://i.scdn.co/image/ab67616d0000b2739f68596675cb2e9054bded96,False
6,Uptown Funk (TikTok Sped Up) - Remix,Uptown Funk (TikTok Sped Up) [Remix],178709,Music Factory,False,2023-03-21,https://i.scdn.co/image/ab67616d0000b273b16d7e126cb42a9f2e8f37d4,False
7,Uptown (feat. Bun B & Lil Wayne),So Far Gone,382262,Bun B Drake Lil Wayne,True,2009-01-01,https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd,False
8,Up To No Good - Tazi Remix,Up To No Good (Tazi Remix),170769,Flash Tazi,False,2023-04-07,https://i.scdn.co/image/ab67616d0000b27351a17bb00e943392cb0b5121,False
10,R&R,R&R,185643,UPTNS,False,2021-12-31,https://i.scdn.co/image/ab67616d0000b273b2dd770fdca73cf1ffc5d9e6,True
