,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Cream - Radio Edit,In Da Mix (Super Deluxe Edition),196484,Blank & Jones,False,1999-05-03,https://i.scdn.co/image/ab67616d0000b27399660fa104ad5bd6a23e29c0,False
1,Get Down,Get Down,200710,Blank & Jones,False,2023-03-24,https://i.scdn.co/image/ab67616d0000b2737b619bfc59c4fdfd08ab25b0,False
2,Miracle Man - Beached,Relax Edition 6,335967,Blank & Jones Cathy Battistessa,False,2011-06-17,https://i.scdn.co/image/ab67616d0000b273a7a0f96ac404f5258821f17e,False
3,Into the Night,#WhatWeDoAtNight 4 EP 1,190263,Blank & Jones,False,2024-01-12,https://i.scdn.co/image/ab67616d0000b273b64e23d77877c86554a3eff3,False
4,Pure Shores (Chilltronica),Chilltronica EP 8,264836,Blank & Jones Zoe Durrant,False,2023-12-29,https://i.scdn.co/image/ab67616d0000b273490a00dbb0cd4edfaf13bc40,False
5,The Lovers - Extended Version,The Lovers (Extended Version),340789,Blank & Jones Cathy Battistessa,False,2022-09-02,https://i.scdn.co/image/ab67616d0000b273667d6104f0c1037f683e3989,False
6,The Lovers - Cassara Remix,The Lovers (Cassara Remix),155766,Blank & Jones Cassara Cathy Battistessa,False,2023-03-10,https://i.scdn.co/image/ab67616d0000b2733165b4013c47b64f2977a726,False
7,The Lovers,The Best of Relax // 20 Years // 2003 - 2023,204363,Blank & Jones Cathy Battistessa,False,2023-08-11,https://i.scdn.co/image/ab67616d0000b27315509244b8dd5bed3a444b19,False
8,The Lovers,Relax Edition 14 (Deluxe),204363,Blank & Jones Cathy Battistessa,False,2022-09-23,https://i.scdn.co/image/ab67616d0000b2739d1c2cd4d562e69219d47109,False
10,The Lovers,The Lovers,204363,Blank & Jones Cathy Battistessa,False,2022-07-29,https://i.scdn.co/image/ab67616d0000b27382f2af37efea4f877fa6b3d8,True
