,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Mind of My Own,Let The 7Horse Run,167984,7Horse,False,2011-11-11,https://i.scdn.co/image/ab67616d0000b273dd741d1aa651adbf92c6172d,False
1,7 Hours Ago,Honeywater - EP,258253,Honeywater,False,2015-07-20,https://i.scdn.co/image/ab67616d0000b27390f9d73a3bc014fcb12da3db,False
2,Seven Hours Part 1,Angel's Pulse,160708,BennY RevivaL Blood Orange,False,2019-07-12,https://i.scdn.co/image/ab67616d0000b273c705e4061a1de1139ced6554,False
3,Let the 7Horse Run,Let The 7Horse Run,124493,7Horse,False,2011-11-11,https://i.scdn.co/image/ab67616d0000b273dd741d1aa651adbf92c6172d,False
4,7 hours,Confidential,109000,Tommy Francisco,False,2023-11-17,https://i.scdn.co/image/ab67616d0000b273117e42c727de0560b7038603,False
5,7 Hours,Sunburn,168094,Dominic Fike,True,2023-07-07,https://i.scdn.co/image/ab67616d0000b2730fb08616c78d44ceb4c8d061,False
6,Seven Hundred Fourteen 七百十四,Seven Hundred Fourteen 七百十四,144473,d.w.h,False,2023-12-22,https://i.scdn.co/image/ab67616d0000b273dd60dc9dca01415d2236ef1e,False
7,Seven Hours,For The Company,221706,Little May,False,2015-10-09,https://i.scdn.co/image/ab67616d0000b2730139b75acf7d54d856870100,False
8,Seven Hours,Seven Hours,216300,Purple Holiday,False,2020-12-23,https://i.scdn.co/image/ab67616d0000b27372e11d4e5abf9832bb6f60f0,False
10,No More,No More,142080,Seven Hours,False,2023-10-27,https://i.scdn.co/image/ab67616d0000b27317d3b125aa12258550aa44c6,True
