,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Sober Up,Sober Up,225725,TakumaDemonReborn,False,2018-02-14,https://i.scdn.co/image/ab67616d0000b27303ddafc9473305ce5a9eb89f,False
1,sober go away,laughing in insomnia,126274,eaJ,True,2023-02-03,https://i.scdn.co/image/ab67616d0000b273578125a21c7c6bc0197e223c,False
2,SOBER,SOBER,113104,Rico,True,2024-01-12,https://i.scdn.co/image/ab67616d0000b273f157b3065c1b60dd10f058eb,False
3,SOBER,SOBER,141616,LOTANNA,True,2024-01-26,https://i.scdn.co/image/ab67616d0000b273067dd8923e14d4a4626e3e8f,False
4,Sober,Sober,107524,KiLLOWEN,True,2023-01-16,https://i.scdn.co/image/ab67616d0000b27356f846e4f99fc6a14c1052ab,False
5,Sober,Sober (NOTION Remix),107524,KiLLOWEN,True,2023-04-28,https://i.scdn.co/image/ab67616d0000b273f09b7009013d17f4c42e2cfc,False
6,Sober - Acoustic,Sober,219093,Loreen,False,2011-09-12,https://i.scdn.co/image/ab67616d0000b273190444540eeb45d95cbe887e,False
7,Sober,Sober,162924,Cheat Codes Nicky Romero,False,2017-07-28,https://i.scdn.co/image/ab67616d0000b2732455f29088fa7939a6dc03e2,False
8,Slowly,Slowly,142135,A17N AuntL Sober Chow,False,2023-12-01,https://i.scdn.co/image/ab67616d0000b273fd5ce31daa4a3af49168a698,False
9,Sober,Sober,168863,Jessica Chertock Kaan Pars,False,2022-01-14,https://i.scdn.co/image/ab67616d0000b2731cccb7c2651b988b6a438bdf,False
10,Rise,Rise,154920,Sober Chow,False,2023-11-24,https://i.scdn.co/image/ab67616d0000b273f2fc3ad145ceea78103a5079,True
