,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Flash Energy,Flash Energy,190264,Thunder Music,False,2023-12-01,https://i.scdn.co/image/ab67616d0000b2739abfc9dc0b6539ba0dcf51c4,False
1,Early Morning Wake Up Call,Collection,249493,Flash and the Pan,False,1994-10-04,https://i.scdn.co/image/ab67616d0000b273e89edc0cab9fb0293fef70c1,False
2,Ayla,Collection,269440,Flash and the Pan,False,1994-10-04,https://i.scdn.co/image/ab67616d0000b273e89edc0cab9fb0293fef70c1,False
3,Love Theme From Flashdance,Flashdance (Original Soundtrack From The Motion Picture),207440,Helen St. John,False,1983-04-11,https://i.scdn.co/image/ab67616d0000b2737b436d31c5ae44b334736619,False
4,Manhunt,Flashdance (Original Soundtrack From The Motion Picture),156466,Karen Kamon,False,1983-04-11,https://i.scdn.co/image/ab67616d0000b2737b436d31c5ae44b334736619,False
5,Flash's Theme - Remastered 2011,Flash Gordon (Remastered),209986,Queen,False,1980-12-05,https://i.scdn.co/image/ab67616d0000b2732404f5e5d3c606da549ec459,False
6,Flash Funk,Warsongs,221408,League of Legends Marshmello,False,2016-01-14,https://i.scdn.co/image/ab67616d0000b273a2ef30abcc11701922e2168c,False
7,Flash - Single Version,Flash Gordon (Deluxe Edition 2011 Remaster),168213,Queen,False,1980-12-05,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,False
8,Flashdance...What a Feeling - Radio Edit,What a Feelin',237053,Irene Cara,False,1983-11-02,https://i.scdn.co/image/ab67616d0000b2732ff76b4da68f018b4735ee59,False
10,Losin' Control,Losin' Control,145919,Flash & Dash,False,2024-01-12,https://i.scdn.co/image/ab67616d0000b273978f8f7351288eb20b4cf038,True
