,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Give Me Your Lovin,Give Me Your Lovin,210574,Oobie,False,2023-03-08,https://i.scdn.co/image/ab67616d0000b27399318cd0585d9d2e4081505e,False
1,Give Me Your Love (Love Song),Superfly: Deluxe 25th Anniversary Edition,260333,Curtis Mayfield,False,1972-07-01,https://i.scdn.co/image/ab67616d0000b273177fea3fc7f8075fdb40f167,False
2,give me ur love,give me ur love,352000,Another Chemical Love Story,False,2023-08-18,https://i.scdn.co/image/ab67616d0000b273a9ba415d7a05a1e9cc26999b,False
3,Give Me Your Love,Melodifestivalen 1958 - 2013,181853,Fame,False,2013-09-30,https://i.scdn.co/image/ab67616d0000b273ae2afe3ebb5139a9dfb35e40,False
4,Give Me Your Love (Baby),Give Me Your Love (Baby),136793,Christian Rogers,False,2023-04-28,https://i.scdn.co/image/ab67616d0000b2738d90ddc6cc3a7f4a9eaa792b,False
5,Give Me Your Love,"Bad, Bad, Bad",127146,Junior Murvin,False,2020-11-13,https://i.scdn.co/image/ab67616d0000b2733fa1f773f6c78f5d2298a4d8,False
6,Give Me Your Love,Give Me Your Love,182320,Fame,False,2003-01-01,https://i.scdn.co/image/ab67616d0000b273e67c5a16fe21aa5266c0ef65,False
7,Give Me Your Love,Give Me Your Love,202530,Lucas & Steve MARF,False,2022-04-01,https://i.scdn.co/image/ab67616d0000b273c39881cc0e2afe4fdf22d4a4,False
8,Give Me Your Love,Give Me Your Love,130840,LEDUC,False,2023-09-15,https://i.scdn.co/image/ab67616d0000b273e1b656096894066c0bce57aa,False
10,Give Me Your Love,ARCHIVES,208205,Caj Morgan,False,2021-07-30,https://i.scdn.co/image/ab67616d0000b273d8a32ed30951ca75f67af095,True
