,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Hombre Alegre,Hombre Alegre,193464,La Eminencia Tony Coronado Jr,False,2022-01-17,https://i.scdn.co/image/ab67616d0000b273e5685006a4f842eb9b92222e,False
1,Un Rinconcito en el Cielo,12 Exitos a la Brava,231866,Tony Coronado,False,2018-09-10,https://i.scdn.co/image/ab67616d0000b273833da37f40a244aa3edc6b8f,False
2,Onaj KO Te Ljubi Sretan Je,Budi Uz Mene,240976,Tony Cetinski,False,2005-05-14,https://i.scdn.co/image/ab67616d0000b27363fa114f53ec9919373b5ea6,False
3,Jednom U Životu,Opet Si Pobijedila,231733,Tony Cetinski,False,2012-10-18,https://i.scdn.co/image/ab67616d0000b27384be1f75755c61bb64ee2612,False
4,Y Dale,Dale,213936,MC Toti,True,2017-10-23,https://i.scdn.co/image/ab67616d0000b27350994aa0303c70546c445cb8,False
5,Dale Mecha,Dale Mecha,150829,Mesita,False,2023-05-02,https://i.scdn.co/image/ab67616d0000b273419f7bb549d24a1c68bcdf93,False
6,Blago Onom Tko Te Ima,A Sada...,205101,Tony Cetinski,False,2003-05-14,https://i.scdn.co/image/ab67616d0000b2734c5b5b7985891d1165f2618b,False
7,"Baila Morena (with Luny Tunes, Noriega) - Remix",Baila Morena (Reggaeton Mix),187080,Hector & Tito Luny Tunes Noriega,False,2005-07-10,https://i.scdn.co/image/ab67616d0000b273c7ba5334f0ac7d9a12fafe0d,False
8,Dale Moreno,Dale Moreno,148750,Dj Jhonatan Perú,False,2022-11-11,https://i.scdn.co/image/ab67616d0000b2731f434b14259a78a484ffa292,False
9,All I Do,All I Do,195000,Tony Cortez,False,2023-06-30,https://i.scdn.co/image/ab67616d0000b273f30fe979ecd8bc85b77324f8,False
10,All I Do - Dale Move Remix,All I Do (Dale Move Remix),177142,Dale Move Tony Cortez,False,2023-09-08,https://i.scdn.co/image/ab67616d0000b273d038cc5d983754e3617867bc,True
