,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Emptiness Drill,Emptiness Drill,190985,Arif Khan Music Sacred,False,2023-10-08,https://i.scdn.co/image/ab67616d0000b2731fae5d99f3b2505db670967f,False
1,Emptiness,Inside of Emptiness,214746,John Frusciante,False,2004-01-01,https://i.scdn.co/image/ab67616d0000b2731e953065a77553ea69792eef,False
2,EMPTINESS - Rap Remix,EMPTINESS (Rap Remix),213310,GIROKx,False,2021-06-14,https://i.scdn.co/image/ab67616d0000b27318305f01b0640ba9b411585b,False
3,Tune Mere Jana (Emptiness) Lofi,Tune Mere Jana (Emptiness) Lofi,233456,russhhhi,False,2024-01-03,https://i.scdn.co/image/ab67616d0000b273b1e0395f4e57093dce35d300,False
4,EMPTINESS - Instrumental Version,EMPTINESS (Instrumental Version),182068,VÍCTOR,False,2023-12-22,https://i.scdn.co/image/ab67616d0000b2737680046aa7b08dda5d17f946,False
5,emptiness,emptiness,96531,PANICX,False,2022-08-05,https://i.scdn.co/image/ab67616d0000b2738422608a1b8cf12387c044a0,False
6,emptiness (slowed),endless (Slow version),183001,Azure,False,2023-09-28,https://i.scdn.co/image/ab67616d0000b2737d2be109199f4b4e2faa9e78,False
7,Emptiness,Lisa Wanloo,249382,Lisa Wanloo,False,2018-10-05,https://i.scdn.co/image/ab67616d0000b2735d68ab7de7eac539bd273171,False
8,Emptiness,You can say Ivex,190817,Mr. Ivex,False,2019-08-14,https://i.scdn.co/image/ab67616d0000b2739c701bb3ca0318e07886f81a,False
10,Emptiness,Emptiness,120000,Another 13,False,2023-12-01,https://i.scdn.co/image/ab67616d0000b27347f67a75fbdf28b2966c1337,True
