,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Love Is Worth Suffering For,Beautiful Losers: Singles & Compilation Tracks 1994-1999,199186,Simon Joyner,False,2006-03-07,https://i.scdn.co/image/ab67616d0000b273754e3686f63bef998ebbb2f2,False
1,Love Is Worth More Than Money,Love Is Worth More Than Money,185643,Dj jonggol21,False,2023-10-28,https://i.scdn.co/image/ab67616d0000b273819d75cbf47533189729d8ff,False
2,Love Is Worth Waiting For,The Best Loved Songs of Irving Berlin (Remastered from the Original Master Tapes),162815,101 Strings Orchestra,False,1966-01-01,https://i.scdn.co/image/ab67616d0000b273f88c834561f7072e9f47c643,False
3,Love Is Worth Living for,This Is My Destiny,301306,Dennis Jernigan,False,1999-01-01,https://i.scdn.co/image/ab67616d0000b2736177455f4a0b6ae643f8a114,False
4,Love Is Worth Fighting For,Little American Dream,378453,Peter H Nilsson,False,2018-11-23,https://i.scdn.co/image/ab67616d0000b27364179112ff71838caa2887b8,False
5,Love's Worth Fighting For,Traveler,232786,Johnsmith,False,2002-01-01,https://i.scdn.co/image/ab67616d0000b2734601961d29b951ae0eda3c6d,False
6,Love Is Worth Living For,Breath Of Heaven,420933,Christ For The Nations Worship,False,1996-05-05,https://i.scdn.co/image/ab67616d0000b273ba492efe59228419e65858ed,False
7,Love Is Worth Fighting For,Better,240900,Haley Reinhart,False,2016-04-29,https://i.scdn.co/image/ab67616d0000b27382ad647e950d61f30d02ff16,False
8,Love is Worth,Wendy,162037,Jude's Ketchup,False,2021-02-16,https://i.scdn.co/image/ab67616d0000b273f75438f3efce1e1af9c5c77b,False
10,Love Is Worth Fighting For,Love Is Worth Fighting For,152347,Ola Martin Silje M,False,2023-06-16,https://i.scdn.co/image/ab67616d0000b273f05b1953bbcc08c0f3d7ef78,True
