,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Radio,What Now,212333,Sylvan Esso,True,2017-04-28,https://i.scdn.co/image/ab67616d0000b273bdc6bc37f3812d2a834bffba,False
1,"Nowhere, Still Somewhere",Nova,274758,Sylvaine,False,2022-03-04,https://i.scdn.co/image/ab67616d0000b273906fd55649ef554be0220236,False
2,I Close My Eyes so I Can See,Nova,314631,Sylvaine,False,2022-03-04,https://i.scdn.co/image/ab67616d0000b273906fd55649ef554be0220236,False
3,L'appel Du Vide,"Atoms Aligned, Coming Undone",464160,Sylvaine,False,2018-11-02,https://i.scdn.co/image/ab67616d0000b273c6e33d1f56a96c3581af79bd,False
4,Sylvains d'orient,Farangi (Du baroque à l'Orient),224554,Claire Antonini Renaud Garcia-Fons,False,2019-04-26,https://i.scdn.co/image/ab67616d0000b2737482e18305b3bdbf09539679,False
5,Död,HAMLET,221240,Silvana Imam,False,2023-12-15,https://i.scdn.co/image/ab67616d0000b2731a96e0b1188cfd228095bfd6,False
6,Want ik wil jou,Want ik wil jou,182702,Sylvana Libregts,False,2024-01-12,https://i.scdn.co/image/ab67616d0000b273e608595e31165055ee5e40e9,False
7,Lemuria,Lemuria,169352,Sylvani,False,2022-07-01,https://i.scdn.co/image/ab67616d0000b27348760a87e088daf62371ff1f,False
8,conscious of the trend,conscious of the trend,188985,Sylvani,False,2023-01-27,https://i.scdn.co/image/ab67616d0000b273f14d345320ce88a129680e74,False
10,tear-colored,tear-colored,196083,Sylvani,False,2023-03-10,https://i.scdn.co/image/ab67616d0000b2736583784548984cf3446a92f8,True
